Code du Point de Vente,Raison Sociale,Code Postal,Ville,Code Chef de Secteur Henkel,"Total
Famille",Famille,"Total
annuel
2022","Total
annuel
2023","Total
annuel
Evol","Total
YTD
2022","Total
YTD
2023","Total
YTD
Evol","Janvier
2022","Janvier
2023","Janvier
Evol","Février
2022","Février
2023","Février
Evol","Mars
2022","Mars
2023","Mars
Evol","Avril
2022","Avril
2023","Avril
Evol","Mai
2022","Mai
2023","Mai
Evol","Juin
2022","Juin
2023","Juin
Evol","Juillet
2022","Juillet
2023","Juillet
Evol","Août
2022","Août
2023","Août
Evol","Septembre
2022","Septembre
2023","Septembre
Evol","Octobre
2022","Octobre
2023","Octobre
Evol","Novembre
2022","Novembre
2023","Novembre
Evol","Décembre
2022","Décembre
2023","Décembre
Evol"
20pbx,LEROY MERLIN - 179,50470,TOLLEVAST,478,,-    QUINCAILLERIE,970,1191,,970,1191,"22,80%",63,72,"13,80%",,72,,63,138,"116,64%",63,,,63,,,63,144,"127,60%",261,,,65,282,"331,99%",125,72,"-42,34%",67,65,"-2,51%",134,272,"103,41%",,72,
20pbx,LEROY MERLIN - 179,50470,TOLLEVAST,478,,-    BATI,2694,3929,,2694,3929,"45,82%",230,676,"193,23%",163,457,"181,12%",215,615,"186,86%",75,,,353,,,,452,,510,533,"4,47%",210,,,,,,,68,,939,1128,"20,14%",,,
20pbx,LEROY MERLIN - 179,50470,TOLLEVAST,478,,-    AUTRES,1033,869,,1033,869,"-15,85%",,,,1033,46,"-95,53%",,,,,,,,,,,,,,,,,46,,,,,,,,,777,,,,
20nny,LEROY MERLIN - 036,28000,CHARTRES,497,TOTAL HENKEL,,245987,246447,"0,19%",245987,246447,"0,19%",25675,27547,"7,29%",30929,18006,"-41,78%",31072,16156,"-48,01%",9524,25813,"171,03%",10477,18403,"75,65%",14859,17599,"18,44%",17004,22397,"31,71%",29746,19380,"-34,85%",17729,17944,"1,21%",23610,26334,"11,54%",21005,18259,"-13,07%",14356,18610,"29,63%"
20nny,LEROY MERLIN - 036,28000,CHARTRES,497,,TOTAL HENKEL Direct,245987,246447,"0,19%",245987,246447,"0,19%",25675,27547,"7,29%",30929,18006,"-41,78%",31072,16156,"-48,01%",9524,25813,"171,03%",10477,18403,"75,65%",14859,17599,"18,44%",17004,22397,"31,71%",29746,19380,"-34,85%",17729,17944,"1,21%",23610,26334,"11,54%",21005,18259,"-13,07%",14356,18610,"29,63%"
20nny,LEROY MERLIN - 036,28000,CHARTRES,497,,-    PEINTURE,160965,164422,"2,15%",160965,164422,"2,15%",19290,16635,"-13,76%",22103,9514,"-56,95%",20552,9652,"-53,04%",6660,16227,"143,66%",5581,11959,"114,26%",8435,10968,"30,04%",12654,15342,"21,23%",17038,14543,"-14,64%",13143,12388,"-5,75%",14236,20753,"45,78%",12016,11926,"-0,74%",9257,14514,"56,79%"
20nny,LEROY MERLIN - 036,28000,CHARTRES,497,,-    MENUISERIE,25652,29536,"15,14%",25652,29536,"15,14%",2276,5190,"128,04%",2248,3514,"56,35%",4206,1880,"-55,32%",236,3751,"1489,06%",1286,2458,"91,08%",1265,3502,"176,83%",925,875,"-5,41%",5840,2144,"-63,29%",1079,1055,"-2,21%",3177,1872,"-41,06%",1380,3108,"125,29%",1734,185,"-89,31%"
20nny,LEROY MERLIN - 036,28000,CHARTRES,497,,-    PLOMBERIE,28022,18532,"-33,87%",28022,18532,"-33,87%",1621,2342,"44,48%",2940,1924,"-34,56%",2614,882,"-66,26%",1181,1475,"24,97%",1740,1518,"-12,75%",3532,1236,"-65,01%",1049,1712,"63,14%",3322,743,"-77,63%",1619,2342,"44,67%",2848,1785,"-37,34%",4592,1206,"-73,74%",964,1368,"41,91%"
20nny,LEROY MERLIN - 036,28000,CHARTRES,497,,-    SOL,16653,16167,"-2,92%",16653,16167,"-2,92%",1131,1461,"29,18%",2463,1499,"-39,15%",1579,1087,"-31,18%",1142,2166,"89,65%",1115,1010,"-9,42%",1306,1232,"-5,64%",1016,2019,"98,69%",1215,958,"-21,17%",1081,605,-44%,1401,1683,"20,13%",1645,1194,"-27,38%",1559,1252,"-19,69%"
20nny,LEROY MERLIN - 036,28000,CHARTRES,497,,-    DECO,12413,11409,"-8,09%",12413,11409,"-8,09%",1357,1336,"-1,56%",1175,1440,"22,50%",2001,887,"-55,65%",83,1771,"2044,14%",555,1196,"115,74%",259,661,"155,49%",1003,1891,"88,60%",1688,384,"-77,25%",808,614,"-24,03%",1270,175,"-86,21%",1373,254,"-81,52%",842,800,"-4,99%"
20nny,LEROY MERLIN - 036,28000,CHARTRES,497,,-    QUINCAILLERIE,1065,4876,,1065,4876,"358,03%",,,,,69,,120,1769,"1372,33%",223,144,"-35,13%",,261,,63,,,357,512,"43,61%",67,608,"808,60%",,782,,235,65,"-72,19%",,340,,,325,
20nny,LEROY MERLIN - 036,28000,CHARTRES,497,,-    BATI,388,858,,388,858,"121,11%",,305,,,,,,,,,,,,,,,,,,,,155,,,,158,,233,,,,230,,,165,
20nny,LEROY MERLIN - 036,28000,CHARTRES,497,,-    AUTRES,830,647,,830,647,"-22,06%",,277,,,46,,,,,,277,,199,,,,,,,46,,420,,,,,,210,,,,,,,,
20np2,LEROY MERLIN - 148,28500,VERNOUILLET,480,TOTAL HENKEL,,194535,183760,"-5,54%",194535,183760,"-5,54%",20983,26654,"27,03%",14055,13604,"-3,20%",15014,14642,"-2,48%",12182,12573,"3,21%",12898,12806,"-0,71%",24666,13192,"-46,52%",10144,14449,"42,44%",20379,13829,"-32,14%",14819,16454,"11,03%",16558,19463,"17,55%",17932,12401,"-30,84%",14906,13691,"-8,15%"
20np2,LEROY MERLIN - 148,28500,VERNOUILLET,480,,TOTAL HENKEL Direct,194535,183760,"-5,54%",194535,183760,"-5,54%",20983,26654,"27,03%",14055,13604,"-3,20%",15014,14642,"-2,48%",12182,12573,"3,21%",12898,12806,"-0,71%",24666,13192,"-46,52%",10144,14449,"42,44%",20379,13829,"-32,14%",14819,16454,"11,03%",16558,19463,"17,55%",17932,12401,"-30,84%",14906,13691,"-8,15%"
20np2,LEROY MERLIN - 148,28500,VERNOUILLET,480,,-    PEINTURE,133426,126717,"-5,03%",133426,126717,"-5,03%",15280,19083,"24,89%",7944,6768,"-14,80%",11124,6599,"-40,67%",9224,7845,"-14,95%",8693,9271,"6,65%",16009,9835,"-38,57%",6443,10392,"61,28%",13958,11168,"-19,98%",10569,12976,"22,78%",11935,13109,"9,84%",11891,9010,"-24,23%",10358,10660,"2,92%"
20np2,LEROY MERLIN - 148,28500,VERNOUILLET,480,,-    MENUISERIE,14503,18190,,14503,18190,"25,43%",1626,4289,"163,77%",2763,2365,"-14,39%",1378,3135,"127,48%",310,94,"-69,70%",1085,281,"-74,14%",1116,,,172,1919,"1015,07%",1295,602,"-53,51%",1553,345,"-77,76%",249,3240,"1202,91%",1636,1035,"-36,74%",1320,885,"-32,94%"
20np2,LEROY MERLIN - 148,28500,VERNOUILLET,480,,-    PLOMBERIE,19326,14176,"-26,65%",19326,14176,"-26,65%",1917,1352,"-29,47%",1273,2025,"59,11%",522,1540,"195,06%",547,1556,"184,67%",1835,939,"-48,84%",3070,775,"-74,75%",2364,933,"-60,55%",1936,574,"-70,35%",1384,1341,"-3,09%",1702,1180,"-30,65%",1523,701,"-53,98%",1253,1259,"0,48%"
20np2,LEROY MERLIN - 148,28500,VERNOUILLET,480,,-    SOL,19162,16372,"-14,56%",19162,16372,"-14,56%",1339,1360,"1,58%",1419,1810,"27,55%",1719,2724,"58,44%",1029,2579,"150,60%",677,1272,"87,77%",3600,1529,"-57,53%",660,722,"9,47%",2355,815,"-65,38%",917,856,"-6,64%",1789,1198,-33%,2247,996,"-55,66%",1410,509,"-63,88%"
20np2,LEROY MERLIN - 148,28500,VERNOUILLET,480,,-    DECO,5300,6259,"18,10%",5300,6259,"18,10%",574,570,"-0,77%",380,310,"-18,38%",271,509,"87,82%",546,498,"-8,73%",401,591,"47,38%",426,981,"130,30%",378,340,"-10,18%",641,670,"4,44%",184,506,"175,76%",766,382,"-50,16%",352,525,"49,18%",381,377,"-0,88%"
20np2,LEROY MERLIN - 148,28500,VERNOUILLET,480,,-    QUINCAILLERIE,1255,1418,,1255,1418,13%,181,,,,279,,,134,,184,,,58,300,"414,40%",185,72,"-60,88%",127,144,"13,91%",194,,,,,,65,355,"443,38%",129,133,"3,55%",132,,
20np2,LEROY MERLIN - 148,28500,VERNOUILLET,480,,-    BATI,1245,582,,1245,582,"-53,24%",,,,276,,,,,,342,,,,154,,261,,,,,,,,,212,428,"101,87%",,,,154,,,,,
20np2,LEROY MERLIN - 148,28500,VERNOUILLET,480,,-    AUTRES,320,46,,320,46,"-85,56%",66,,,,46,,,,,,,,149,,,,,,,,,,,,,,,53,,,,,,53,,
20r3a,LEROY MERLIN - 184,76290,MONTIVILLIERS,480,TOTAL HENKEL,,352529,336806,"-4,46%",352529,336806,"-4,46%",42224,43968,"4,13%",33631,21975,"-34,66%",30412,33750,"10,98%",17916,20306,"13,34%",21897,20247,"-7,54%",32298,16891,"-47,70%",23932,31494,"31,60%",24423,23872,"-2,26%",28043,33441,"19,25%",44354,42478,"-4,23%",27641,21206,"-23,28%",25758,27180,"5,52%"
20r3a,LEROY MERLIN - 184,76290,MONTIVILLIERS,480,,TOTAL HENKEL Direct,352529,336806,"-4,46%",352529,336806,"-4,46%",42224,43968,"4,13%",33631,21975,"-34,66%",30412,33750,"10,98%",17916,20306,"13,34%",21897,20247,"-7,54%",32298,16891,"-47,70%",23932,31494,"31,60%",24423,23872,"-2,26%",28043,33441,"19,25%",44354,42478,"-4,23%",27641,21206,"-23,28%",25758,27180,"5,52%"
20r3a,LEROY MERLIN - 184,76290,MONTIVILLIERS,480,,-    PEINTURE,212933,215249,"1,09%",212933,215249,"1,09%",30820,25020,"-18,82%",14999,16068,"7,13%",19060,18672,"-2,04%",11966,8346,"-30,26%",15279,13938,"-8,78%",13488,15005,"11,25%",16446,17200,"4,58%",15481,16894,"9,12%",19211,21250,"10,61%",21648,27400,"26,57%",16223,16934,"4,38%",18310,18524,"1,17%"
20r3a,LEROY MERLIN - 184,76290,MONTIVILLIERS,480,,-    MENUISERIE,44972,50283,"11,81%",44972,50283,"11,81%",4813,11360,"136,02%",6562,428,"-93,48%",4620,9790,"111,91%",799,412,"-48,44%",2310,2004,"-13,25%",7095,94,"-98,68%",1071,8008,"647,74%",597,339,"-43,17%",3656,6005,"64,22%",8407,6058,"-27,94%",1755,1642,"-6,47%",3286,4144,"26,12%"
20r3a,LEROY MERLIN - 184,76290,MONTIVILLIERS,480,,-    PLOMBERIE,42219,31470,"-25,46%",42219,31470,"-25,46%",3031,2810,"-7,29%",6078,1623,"-73,30%",3417,3316,"-2,95%",1706,7034,"312,42%",3354,1496,"-55,38%",3836,773,"-79,85%",2104,2465,"17,16%",3564,2158,"-39,44%",2084,3244,"55,62%",8564,4058,"-52,61%",3842,1000,"-73,97%",641,1493,"133,06%"
20r3a,LEROY MERLIN - 184,76290,MONTIVILLIERS,480,,-    SOL,36411,22960,"-36,94%",36411,22960,"-36,94%",2329,2686,"15,32%",5247,2298,"-56,21%",2779,696,"-74,96%",2608,3258,"24,94%",700,1868,"166,97%",5335,356,"-93,33%",2588,2155,"-16,74%",2779,2883,"3,74%",2085,1543,-26%,3785,2312,"-38,92%",4302,867,"-79,85%",1875,2040,"8,77%"
20r3a,LEROY MERLIN - 184,76290,MONTIVILLIERS,480,,-    DECO,10535,10651,"1,11%",10535,10651,"1,11%",820,1160,"41,42%",784,1281,"63,26%",193,596,"208,26%",522,1183,"126,70%",623,940,"50,94%",975,518,"-46,86%",914,1072,"17,34%",1084,1306,"20,42%",939,571,"-39,17%",1598,814,"-49,06%",1159,538,"-53,58%",923,673,"-27,15%"
20r3a,LEROY MERLIN - 184,76290,MONTIVILLIERS,480,,-    QUINCAILLERIE,4435,5072,,4435,5072,"14,34%",63,934,"1370,70%",,277,,917,512,"-44,17%",315,72,"-77,09%",286,,,63,144,"127,60%",593,251,"-57,74%",918,138,"-84,94%",67,600,"795,70%",352,1836,"421,12%",360,,,499,307,"-38,38%"
20r3a,LEROY MERLIN - 184,76290,MONTIVILLIERS,480,,-    BATI,894,1121,,894,1121,"25,48%",150,,,,,,,169,,,,,,,,302,,,216,344,"58,79%",,154,,,229,,,,,,226,,225,,
20r3a,LEROY MERLIN - 184,76290,MONTIVILLIERS,480,,-    AUTRES,130,,,130,,,197,,,-40,,,-574,,,,,,-655,,,1203,,,,,,,,,,,,,,,,,,,,
20r3p,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,TOTAL HENKEL,,424369,462989,"9,10%",424369,462989,"9,10%",57153,61023,"6,77%",31475,33288,"5,76%",41997,34917,"-16,86%",14765,22878,"54,94%",33874,32666,"-3,57%",34079,29209,"-14,29%",26515,40973,"54,53%",44741,38787,"-13,31%",20802,42466,"104,15%",51428,50546,"-1,71%",38972,35299,"-9,43%",28567,40937,"43,30%"
20r3p,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,,TOTAL HENKEL Direct,424369,462989,"9,10%",424369,462989,"9,10%",57153,61023,"6,77%",31475,33288,"5,76%",41997,34917,"-16,86%",14765,22878,"54,94%",33874,32666,"-3,57%",34079,29209,"-14,29%",26515,40973,"54,53%",44741,38787,"-13,31%",20802,42466,"104,15%",51428,50546,"-1,71%",38972,35299,"-9,43%",28567,40937,"43,30%"
20r3p,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,,-    PEINTURE,248586,269685,"8,49%",248586,269685,"8,49%",37648,35604,"-5,43%",15079,19281,"27,86%",20829,17939,"-13,88%",8924,11521,"29,11%",22062,19739,"-10,53%",24625,12429,"-49,53%",14355,27679,"92,82%",24562,23546,"-4,14%",14972,24877,"66,15%",23241,32965,"41,84%",27880,21680,"-22,24%",14411,22426,"55,62%"
20r3p,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,,-    MENUISERIE,58308,77677,"33,22%",58308,77677,"33,22%",4954,10167,"105,24%",7588,5329,"-29,77%",10785,9277,"-13,98%",271,672,"148,39%",5250,5114,"-2,58%",1955,6256,"220,06%",1170,1658,"41,68%",6568,6240,"-4,99%",136,9769,"7098,05%",8014,8515,"6,25%",3959,5717,"44,39%",7658,8962,"17,03%"
20r3p,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,,-    PLOMBERIE,47347,46809,"-1,14%",47347,46809,"-1,14%",6619,7246,"9,47%",3601,3319,"-7,82%",3147,3050,"-3,09%",1640,4584,"179,53%",2416,1584,"-34,43%",1181,6590,"457,77%",6577,5494,"-16,47%",2681,4359,"62,58%",2329,1019,"-56,24%",13093,3703,"-71,72%",1117,3312,"196,39%",2945,2550,"-13,38%"
20r3p,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,,-    SOL,36535,38095,"4,27%",36535,38095,"4,27%",4421,4349,"-1,63%",3158,3245,"2,75%",2639,2621,"-0,70%",2233,3775,"69,08%",1753,2142,"22,18%",3564,2990,"-16,11%",2387,3614,"51,42%",5962,2529,"-57,59%",1999,3668,"83,48%",3431,2808,"-18,17%",2912,1865,"-35,97%",2075,4490,"116,36%"
20r3p,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,,-    DECO,19059,16798,"-11,86%",19059,16798,"-11,86%",2035,2261,"11,07%",2116,1149,"-45,71%",2020,1021,"-49,46%",944,1294,"37,16%",853,2291,"168,68%",1949,597,"-69,39%",915,1852,"102,50%",2858,1024,"-64,15%",1009,1257,"24,55%",2408,1567,"-34,95%",1434,1339,"-6,58%",519,1146,"120,80%"
20r3p,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,,-    QUINCAILLERIE,1866,4604,,1866,4604,"146,79%",63,138,"116,64%",,346,,184,,,62,65,"5,63%",63,1038,"1535,16%",184,,,67,72,"7,89%",132,457,"245,55%",194,1404,"624,21%",565,134,"-76,21%",290,505,"74,19%",62,445,"623,39%"
20r3p,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,,-    BATI,12419,8997,,12419,8997,"-27,55%",1412,1260,"-10,81%",-68,619,,2392,1009,"-57,81%",693,966,"39,40%",1228,619,"-49,59%",622,347,"-44,17%",1045,605,"-42,15%",1978,447,"-77,38%",163,472,"190,34%",675,855,"26,71%",1380,880,"-36,19%",898,917,"2,04%"
20r3p,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,,-    AUTRES,249,323,,249,323,"29,88%",,,,,,,,,,,,,249,139,"-44,34%",,,,,,,,185,,,,,,,,,,,,,
20r3u,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,TOTAL HENKEL,,362680,390743,"7,74%",362680,390743,"7,74%",54244,54315,"0,13%",32065,32067,0%,33920,28381,"-16,33%",15451,29617,"91,68%",15958,25763,"61,45%",23131,23331,"0,86%",28963,35967,"24,18%",36884,26307,"-28,68%",29856,39588,"32,60%",41305,42772,"3,55%",22756,23260,"2,21%",28147,29375,"4,36%"
20r3u,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,,TOTAL HENKEL Direct,362680,390743,"7,74%",362680,390743,"7,74%",54244,54315,"0,13%",32065,32067,0%,33920,28381,"-16,33%",15451,29617,"91,68%",15958,25763,"61,45%",23131,23331,"0,86%",28963,35967,"24,18%",36884,26307,"-28,68%",29856,39588,"32,60%",41305,42772,"3,55%",22756,23260,"2,21%",28147,29375,"4,36%"
20r3u,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,,-    PEINTURE,205126,243442,"18,68%",205126,243442,"18,68%",33937,30578,"-9,90%",16446,20782,"26,36%",15864,12645,"-20,29%",8299,20364,"145,39%",9604,16911,"76,09%",11167,14750,"32,09%",11836,22128,"86,96%",29302,18952,"-35,32%",12900,30230,"134,34%",25286,24207,"-4,27%",15503,11011,"-28,98%",14982,20884,"39,39%"
20r3u,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,,-    MENUISERIE,38602,44369,"14,94%",38602,44369,"14,94%",5196,8195,"57,73%",3489,3727,"6,84%",3775,6884,"82,38%",729,316,"-56,60%",2047,921,"-55,01%",3801,2935,"-22,77%",2900,2626,"-9,47%",2434,3453,"41,86%",2708,3268,"20,67%",5288,5461,"3,27%",1075,3632,"237,70%",5160,2950,"-42,83%"
20r3u,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,,-    PLOMBERIE,68546,49522,"-27,75%",68546,49522,"-27,75%",8495,9604,"13,06%",6648,3658,"-44,98%",9631,4143,"-56,98%",5325,2282,"-57,15%",2460,4275,"73,74%",3241,4368,"34,77%",8130,5685,"-30,07%",2388,852,"-64,32%",9711,4434,"-54,34%",4717,2627,"-44,31%",2961,5794,"95,68%",4838,1801,"-62,78%"
20r3u,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,,-    SOL,28981,30554,"5,43%",28981,30554,"5,43%",3434,3035,"-11,61%",3603,1099,"-69,50%",2972,1822,"-38,70%",689,5322,"672,31%",2046,3183,"55,53%",3120,342,"-89,03%",4530,2436,"-46,21%",1647,1452,"-11,84%",517,859,"66,15%",1049,6254,"496,02%",3146,1923,"-38,87%",2228,2828,"26,92%"
20r3u,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,,-    DECO,15695,13342,,15695,13342,"-14,99%",2670,604,"-77,37%",1585,2435,"53,64%",1495,2343,"56,80%",123,252,"106,07%",-494,428,,876,242,"-72,41%",1291,2345,"81,61%",741,1175,"58,52%",2867,422,"-85,29%",4143,2785,"-32,78%",,154,,397,156,"-60,67%"
20r3u,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,,-    QUINCAILLERIE,2681,5367,,2681,5367,"100,16%",63,1898,"2889,79%",63,72,"13,80%",184,393,"113,86%",286,540,"88,68%",63,,,350,268,"-23,34%",67,282,"321,15%",199,261,"31,08%",841,214,"-74,61%",369,1439,"290,36%",,,,195,,
20r3u,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,,-    BATI,2430,2864,,2430,2864,"17,85%",448,401,"-10,65%",230,294,"27,40%",,151,,,494,,231,,,378,379,"0,51%",157,465,"196,94%",172,161,"-6,15%",311,161,"-48,17%",86,,,71,358,"406,10%",346,,
20r3u,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,,-    AUTRES,620,1283,,620,1283,"107,05%",,,,,,,,,,,46,,,46,,199,46,"-76,81%",53,,,,,,,,,368,,,,388,,,756,
20nyc,LEROY MERLIN - 005,35135,CHANTEPIE,497,TOTAL HENKEL,,294413,347414,18%,294413,347414,18%,18529,38210,"106,22%",29028,28093,"-3,22%",39819,26478,"-33,50%",11902,17381,"46,04%",19705,35795,"81,66%",21925,20457,"-6,70%",14998,31634,"110,92%",33164,42835,"29,16%",20301,26056,"28,35%",32654,28681,"-12,17%",35678,30743,"-13,83%",16710,21052,"25,98%"
20nyc,LEROY MERLIN - 005,35135,CHANTEPIE,497,,TOTAL HENKEL Direct,294413,347414,18%,294413,347414,18%,18529,38210,"106,22%",29028,28093,"-3,22%",39819,26478,"-33,50%",11902,17381,"46,04%",19705,35795,"81,66%",21925,20457,"-6,70%",14998,31634,"110,92%",33164,42835,"29,16%",20301,26056,"28,35%",32654,28681,"-12,17%",35678,30743,"-13,83%",16710,21052,"25,98%"
20nyc,LEROY MERLIN - 005,35135,CHANTEPIE,497,,-    PEINTURE,171686,193687,"12,81%",171686,193687,"12,81%",8859,17825,"101,22%",14980,16864,"12,57%",19642,15837,"-19,37%",8101,6633,"-18,13%",13917,21114,"51,72%",11413,10826,"-5,15%",9912,18117,"82,77%",20191,27034,"33,89%",12547,13939,"11,10%",18953,17710,"-6,56%",21892,14830,"-32,26%",11280,12960,"14,90%"
20nyc,LEROY MERLIN - 005,35135,CHANTEPIE,497,,-    MENUISERIE,36316,44939,"23,74%",36316,44939,"23,74%",3892,5612,"44,19%",3307,4283,"29,51%",7791,2921,"-62,51%",688,3830,"456,96%",635,5440,"756,26%",3096,889,"-71,28%",1835,4552,"148,06%",5367,3540,"-34,05%",1317,3805,"188,88%",4310,2770,"-35,74%",3702,5491,"48,32%",374,1806,"382,50%"
20nyc,LEROY MERLIN - 005,35135,CHANTEPIE,497,,-    PLOMBERIE,37273,43412,"16,47%",37273,43412,"16,47%",2606,8807,"237,98%",5267,3073,"-41,67%",4605,3226,"-29,93%",2467,853,"-65,43%",2399,2991,"24,70%",3943,4758,"20,67%",195,3449,"1672,65%",3494,4603,"31,71%",3195,3255,"1,89%",4105,2034,"-50,45%",3614,4618,"27,78%",1385,1746,"26,08%"
20nyc,LEROY MERLIN - 005,35135,CHANTEPIE,497,,-    SOL,31246,40841,"30,71%",31246,40841,"30,71%",1744,3789,"117,30%",3995,2463,"-38,35%",5347,2637,"-50,68%",238,3754,"1480,21%",1416,4122,"191,20%",2513,2421,"-3,67%",1639,3668,"123,82%",2482,4713,"89,86%",2256,3419,"51,56%",3287,3801,"15,64%",3779,3138,"-16,96%",2551,2915,"14,28%"
20nyc,LEROY MERLIN - 005,35135,CHANTEPIE,497,,-    DECO,13843,14734,"6,44%",13843,14734,"6,44%",1238,1383,"11,71%",1260,784,"-37,77%",2193,1439,"-34,39%",160,910,"468,17%",779,2082,"167,26%",960,948,"-1,30%",1109,918,"-17,17%",1233,2320,"88,21%",986,482,"-51,09%",1765,1835,4%,1280,1000,"-21,86%",881,634,"-28,07%"
20nyc,LEROY MERLIN - 005,35135,CHANTEPIE,497,,-    QUINCAILLERIE,2290,5674,,2290,5674,"147,77%",,643,,,626,,242,,,,1063,,560,,,,454,,131,598,"358,27%",397,65,"-83,55%",,1156,,235,144,"-38,45%",665,689,"3,65%",62,235,"282,07%"
20nyc,LEROY MERLIN - 005,35135,CHANTEPIE,497,,-    BATI,1511,2226,,1511,2226,"47,27%",190,151,"-20,92%",218,,,,326,,,200,,,,,,161,,178,240,"34,55%",,561,,,,,,387,,747,200,"-73,17%",178,,
20nyc,LEROY MERLIN - 005,35135,CHANTEPIE,497,,-    AUTRES,249,1902,,249,1902,"664,05%",,,,,,,,92,,249,139,"-44,34%",,46,,,,,,92,,,,,,,,,,,,777,,,756,
20nzm,LEROY MERLIN - 147,35830,BETTON,497,TOTAL HENKEL,,245603,265135,"7,95%",245603,265135,"7,95%",15183,38728,"155,07%",21917,21366,"-2,51%",32389,22968,"-29,09%",9554,15671,"64,03%",19154,24169,"26,18%",18490,15269,"-17,42%",16672,16288,"-2,31%",22991,23386,"1,72%",17736,23737,"33,83%",26413,20598,"-22,02%",31557,22556,"-28,52%",13546,20399,"50,59%"
20nzm,LEROY MERLIN - 147,35830,BETTON,497,,TOTAL HENKEL Direct,245603,265135,"7,95%",245603,265135,"7,95%",15183,38728,"155,07%",21917,21366,"-2,51%",32389,22968,"-29,09%",9554,15671,"64,03%",19154,24169,"26,18%",18490,15269,"-17,42%",16672,16288,"-2,31%",22991,23386,"1,72%",17736,23737,"33,83%",26413,20598,"-22,02%",31557,22556,"-28,52%",13546,20399,"50,59%"
20nzm,LEROY MERLIN - 147,35830,BETTON,497,,-    PEINTURE,121273,139427,"14,97%",121273,139427,"14,97%",5449,16538,"203,53%",12100,9708,"-19,77%",13625,9547,"-29,93%",6376,9220,"44,61%",11443,12289,"7,39%",7664,11536,"50,52%",7600,7098,"-6,61%",12072,13745,"13,86%",8057,15831,"96,49%",12679,10492,"-17,25%",15443,13421,"-13,09%",8766,10001,"14,10%"
20nzm,LEROY MERLIN - 147,35830,BETTON,497,,-    MENUISERIE,31993,26465,,31993,26465,"-17,28%",2525,7028,"178,38%",2750,1818,"-33,92%",6316,3160,"-49,97%",304,506,"66,29%",2144,2201,"2,62%",2271,1212,"-46,63%",2889,1407,"-51,32%",909,861,"-5,24%",1436,2606,"81,44%",2698,1059,"-60,75%",9142,2761,"-69,80%",-1391,1848,
20nzm,LEROY MERLIN - 147,35830,BETTON,497,,-    PLOMBERIE,35367,36327,"2,71%",35367,36327,"2,71%",2966,6313,"112,85%",1982,4086,"106,13%",4388,4297,"-2,06%",1240,1394,"12,41%",3334,3704,"11,08%",2315,1292,"-44,20%",2677,1796,"-32,91%",3685,2894,"-21,45%",3826,2451,"-35,92%",3888,3618,"-6,96%",3165,1207,"-61,85%",1901,3275,"72,21%"
20nzm,LEROY MERLIN - 147,35830,BETTON,497,,-    SOL,34568,38755,"12,11%",34568,38755,"12,11%",2690,6331,"135,40%",3244,4081,"25,81%",6456,4883,"-24,37%",496,2733,"450,72%",581,3343,"475,09%",4450,472,"-89,40%",1614,3400,"110,64%",3872,3070,"-20,71%",2334,1410,"-39,61%",3658,3523,"-3,69%",2253,1567,"-30,46%",2920,3944,"35,06%"
20nzm,LEROY MERLIN - 147,35830,BETTON,497,,-    DECO,13072,15356,"17,48%",13072,15356,"17,48%",1147,1655,"44,28%",1486,1449,"-2,53%",1257,732,"-41,75%",700,1409,"101,16%",369,1330,"260,54%",956,630,"-34,10%",1029,1608,"56,25%",1678,2158,"28,59%",1115,546,"-51,03%",1251,1287,"2,94%",1284,1845,"43,68%",799,706,"-11,61%"
20nzm,LEROY MERLIN - 147,35830,BETTON,497,,-    QUINCAILLERIE,4014,4240,,4014,4240,"5,63%",60,275,"354,76%",124,,,121,138,"13,69%",,210,,929,742,"-20,21%",63,127,"100,38%",641,635,"-0,82%",,487,,340,453,"33,31%",1402,567,"-59,58%",201,430,"113,98%",132,176,"33,39%"
20nzm,LEROY MERLIN - 147,35830,BETTON,497,,-    BATI,4752,4288,,4752,4288,"-9,76%",347,542,"56,17%",230,86,"-62,71%",227,211,"-6,98%",438,200,"-54,25%",104,468,"351,85%",770,,,222,344,"54,59%",775,170,"-78,04%",576,440,"-23,62%",733,52,"-92,87%",68,1325,"1850,35%",261,449,"72,03%"
