ANNEE,CODE DU POINT DE VENTE,Code IDH,RAISON SOCIALE,CODE POSTAL,VILLE,CODE Chef de secteur,RAYON,NATURE,TYPE ACCORD,"STATUT
ACCORD",MODALITÉS,PAIEMENT,PÉRIODE,"BUDGET
ACCORD
HT €"
2022,20r4m,436317,LEROY MERLIN - 116,77090,COLLEGIEN,283,Peinture,Permanent,TG COLLES,,,,,"  2 500,00 € "
2022,20r4m,436317,LEROY MERLIN - 116,77090,COLLEGIEN,283,Peinture,Permanent,TG COLLES,,,,,"  2 500,00 € "
2022,20r4m,436317,LEROY MERLIN - 116,77090,COLLEGIEN,283,Peinture,Permanent,TG ISOLATION & ETANCHEITE,,,,,"  700,00 € "
2023,20nua,1197561,LEROY MERLIN - 111,31770,COLOMIERS,412,Peinture,Permanent,TG Caisses,Engagé,Valeur Fixe,PP,Année complète,"  4 800,00 € "
2022,20nua,1197561,LEROY MERLIN - 111,31770,COLOMIERS,412,Peinture,Permanent,TG ISOL & ETANCH,,,,,"  200,00 € "
2022,20nua,1197561,LEROY MERLIN - 111,31770,COLOMIERS,412,Peinture,Permanent,TG CAISSE COLLES,,,,,"  4 800,00 € "
2023,20pd2,2248233,LEROY MERLIN - 186,51350,CORMONTREUIL,536,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  3 000,00 € "
2022,20pd2,2248233,LEROY MERLIN - 186,51350,CORMONTREUIL,536,Peinture,Permanent,TG COLLES NCNV/FT101,,,,,"  3 000,00 € "
2023,20r1v,2003428,LEROY MERLIN - 177,74330,EPAGNY,347,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,,"  1 738,80 € "
2022,20r1v,2003428,LEROY MERLIN - 177,74330,EPAGNY,347,Peinture,Promo,TG ABHU + RECHARGE,,,,,"  150,00 € "
2023,20pjb,107261,LEROY MERLIN - 074,57600,FORBACH,523,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,,"  1 050,00 € "
2023,20pjb,107261,LEROY MERLIN - 074,57600,FORBACH,523,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  2 350,00 € "
2022,20pjb,107261,LEROY MERLIN - 074,57600,FORBACH,523,Peinture,Promo,PODIUM ISOL & ETANCH,,,,,"  1 750,00 € "
2022,20pjb,107261,LEROY MERLIN - 074,57600,FORBACH,523,Peinture,Permanent,CROSS MKT ISOL & ETANCH,,,,,"  2 350,00 € "
2023,20rjh,107260,LEROY MERLIN - 072,92230,GENNEVILLIERS,285,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  6 910,00 € "
2023,20rjh,107260,LEROY MERLIN - 072,92230,GENNEVILLIERS,285,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  6 910,00 € "
2023,20rjh,107260,LEROY MERLIN - 072,92230,GENNEVILLIERS,285,Plomberie,Promo,Pack Visibilité GSB,Signé,Valeur Fixe,PP,Ponctuelle,"  2 000,00 € "
2023,20rjh,107260,LEROY MERLIN - 072,92230,GENNEVILLIERS,285,Plomberie,Promo,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  4 550,00 € "
2022,20rjh,107260,LEROY MERLIN - 072,92230,GENNEVILLIERS,285,Peinture,Permanent,CROSS MKT ALIMENTATION,,,,,"  1 000,00 € "
2022,20rjh,107260,LEROY MERLIN - 072,92230,GENNEVILLIERS,285,Peinture,Permanent,CROSS MKT COLLES,,,,,"  6 910,00 € "
2022,20rjh,107260,LEROY MERLIN - 072,92230,GENNEVILLIERS,285,Plomberie,Promo,CROSS MKT ALIMENTATION,,,,,"  3 550,00 € "
2022,20rjh,107260,LEROY MERLIN - 072,92230,GENNEVILLIERS,285,Plomberie,Promo,PODIUM COLLES & MASTIC,,,,,"  6 910,00 € "
2023,20rmb,1623374,LEROY MERLIN - 172,95500,GONESSE,292,Plomberie,Permanent,Cross,Signé,Valeur Fixe,PP,,"  6 400,00 € "
2023,20rmb,1623374,LEROY MERLIN - 172,95500,GONESSE,292,Tous rayons,Permanent,Cross,Signé,Valeur Fixe,PP,,"  250,00 € "
2023,20rmb,1623374,LEROY MERLIN - 172,95500,GONESSE,292,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  400,00 € "
2023,20rmb,1623374,LEROY MERLIN - 172,95500,GONESSE,292,Menuiserie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  1 200,00 € "
2022,20rmb,1623374,LEROY MERLIN - 172,95500,GONESSE,292,Plomberie,Permanent,CROSS MAKT RUBSON SILICONE SDB,,,,,"  250,00 € "
2022,20rmb,1623374,LEROY MERLIN - 172,95500,GONESSE,292,Peinture,Permanent,CROSS MKT ACCESSOIRES,,,,,"  400,00 € "
2022,20rmb,1623374,LEROY MERLIN - 172,95500,GONESSE,292,Tous rayons,Permanent,Cross,,,,,"  6 400,00 € "
2023,20nwm,1051529,LEROY MERLIN - 156,33170,GRADIGNAN,414,Peinture,Promo,TG/Podium,Signé,,PP,Ponctuelle,"  1 300,00 € "
2023,20nwm,1051529,LEROY MERLIN - 156,33170,GRADIGNAN,414,Peinture,Permanent,Pack Visibilité GSB,Signé,Valeur Fixe,PP,,"  3 500,00 € "
2022,20nwm,1051529,LEROY MERLIN - 156,33170,GRADIGNAN,414,Peinture,Promo,CROSS MKT COLLES MASTICS,,,,,"  1 750,00 € "
2022,20nwm,1051529,LEROY MERLIN - 156,33170,GRADIGNAN,414,Peinture,Permanent,CROSS MKT COLLES MASTICS,,,,,"  1 750,00 € "
2023,20pky,107230,LEROY MERLIN - 030,59760,GRANDE SYNTHE,499,Menuiserie,Permanent,Suivi préférentiel,Signé,Valeur Fixe,PP,,"  500,00 € "
2023,20pky,107230,LEROY MERLIN - 030,59760,GRANDE SYNTHE,499,Menuiserie,Permanent,,Signé,Valeur Fixe,PP,,"  250,00 € "
2023,20pky,107230,LEROY MERLIN - 030,59760,GRANDE SYNTHE,499,Peinture,Promo,,Signé,Valeur Fixe,,,"  115,00 € "
2023,20pky,107230,LEROY MERLIN - 030,59760,GRANDE SYNTHE,499,Peinture,Promo,,Signé,Valeur Fixe,PP,Ponctuelle,"  303,00 € "
2023,20pky,107230,LEROY MERLIN - 030,59760,GRANDE SYNTHE,499,Peinture,Promo,,Signé,Valeur Fixe,PP,Ponctuelle,"  1 152,00 € "
2022,20pky,107230,LEROY MERLIN - 030,59760,GRANDE SYNTHE,499,Peinture,Promo,CROSS MKT ISOLATION & ETANCHEITE RUBSON MASTIC ,,,,,"  104,00 € "
2022,20pky,107230,LEROY MERLIN - 030,59760,GRANDE SYNTHE,499,Peinture,Promo,CROSS MKT PEINTURE EXTERIEURE,,,,,"  188,35 € "
2023,20p5h,734664,LEROY MERLIN - 297,44350,GUERANDE,444,Peinture,Permanent,Pack Visibilité GSB,Signé,Valeur Fixe,PP,,"  1 750,00 € "
2023,20p5h,734664,LEROY MERLIN - 297,44350,GUERANDE,444,Peinture,Permanent,Pack Visibilité GSB,Signé,Valeur Fixe,PP,,"  1 750,00 € "
2022,20p5h,734664,LEROY MERLIN - 297,44350,GUERANDE,444,Peinture,Permanent,CROSS MKT COLLES,,,,,"  1 750,00 € "
2022,20p5h,734664,LEROY MERLIN - 297,44350,GUERANDE,444,Peinture,Permanent,CROSS MKT COLLES,,,,,"  1 750,00 € "
2023,20nsb,2429072,LEROY MERLIN - 193,29540,GUIPAVAS,443,Peinture,Permanent,TG Caisses,Signé,Valeur Fixe,PP,Année complète,"  3 000,00 € "
2023,20nsb,2429072,LEROY MERLIN - 193,29540,GUIPAVAS,443,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,Année complète,"  1 000,00 € "
2023,20nsb,2429072,LEROY MERLIN - 193,29540,GUIPAVAS,443,Menuiserie,Permanent,Cross,Signé,Valeur Fixe,PP,Année complète,"  500,00 € "
2022,20nsb,2429072,LEROY MERLIN - 193,29540,GUIPAVAS,443,Peinture,Permanent,TG CAISSE ISOL & ETANCH,,,,,"  3 000,00 € "
2022,20pvs,2566818,LEROY MERLIN,67500,Haguenau,523,Peinture,Permanent,PODIUM ISOL & ETANCH,,,,,"  1 255,00 € "
2022,20pvs,2566818,LEROY MERLIN,67500,Haguenau,523,Peinture,Permanent,TG ISOL & ETANCH,,,,,"  7 000,00 € "
2022,20pvs,2566818,LEROY MERLIN,67500,Haguenau,523,Peinture,Permanent,CROSS MKT ISOL & ETANCH,,,,,"  1 600,00 € "
2023,20pm9,107248,LEROY MERLIN - 050,59330,HAUTMONT,499,Peinture,Promo,,Signé,Valeur Fixe,PP,Ponctuelle,"  1 226,00 € "
2023,20pm9,107248,LEROY MERLIN - 050,59330,HAUTMONT,499,Peinture,Promo,,Signé,Valeur Fixe,PP,Ponctuelle,"  410,00 € "
2022,20pm9,107248,LEROY MERLIN - 050,59330,HAUTMONT,499,Peinture,Promo,CROSS MKT COLLES,,,,,"  480,00 € "
2022,20pm9,107248,LEROY MERLIN - 050,59330,HAUTMONT,499,Peinture,Promo,CROSS MKT COLLES & MASTIC RUBSON,,,,,"  345,00 € "
2023,20pfk,672392,LEROY MERLIN - 130,54180,HOUDEMONT,325,Peinture,Permanent,TG Caisses,Engagé,Valeur Fixe,PP,Année complète,"  2 800,00 € "
2023,20pfk,672392,LEROY MERLIN - 130,54180,HOUDEMONT,325,Peinture,Permanent,,Engagé,Valeur Fixe,PP,Année complète,"  4 500,00 € "
2022,20pfk,672392,LEROY MERLIN - 130,54180,HOUDEMONT,325,Peinture,Permanent,PODIUM COLLES MASTICS MOUSSE EXP,,,,,"  2 800,00 € "
2022,20pfk,672392,LEROY MERLIN - 130,54180,HOUDEMONT,325,Peinture,Permanent,TG CAISSE COLLES SG3,,,,,"  4 500,00 € "
2023,20r3u,134127,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,Menuiserie,Promo,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  800,00 € "
2023,20r3u,134127,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,Plomberie,Promo,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  1 200,00 € "
2023,20r3u,134127,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,Sol,Promo,Cross,Signé,Valeur Fixe,PP,Semestre 2,"  500,00 € "
2023,20r3u,134127,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,Peinture,Permanent,,Signé,Valeur Fixe,PP,Semestre 1,"  3 300,00 € "
2023,20r3u,134127,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,Peinture,Permanent,,Signé,Valeur Fixe,PP,Semestre 2,"  3 300,00 € "
2023,20r3u,134127,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,Ponctuelle,"  870,00 € "
2023,20r3u,134127,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,Ponctuelle,"  422,00 € "
2022,20r3u,134127,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,Peinture,Permanent,CROSS MKT ISOL & ETANCH,,,,,"  3 000,00 € "
2022,20r3u,134127,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,Peinture,Permanent,PODIUM PEINT EXT,,,,,"  2 010,32 € "
2022,20r3u,134127,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,Peinture,Promo,CROSS MKT ISOLATION & ETANCHEITE,,,,,"  2 500,00 € "
2022,20r3u,134127,LEROY MERLIN - 067,76230,ISNEAUVILLE,480,Peinture,Promo,CROSS MKT ISOL & ETANCH,,,,,"  3 000,00 € "
2023,20rkm,721872,LEROY MERLIN - 142,94200,IVRY SUR SEINE,311,Peinture,Permanent,,Signé,Valeur Fixe,PP,Année complète,"  10 000,00 € "
2023,20rkm,721872,LEROY MERLIN - 142,94200,IVRY SUR SEINE,311,Peinture,Permanent,,Signé,Valeur Fixe,PP,Trimestre 1,"  9 644,00 € "
2022,20rkm,721872,LEROY MERLIN - 142,94200,IVRY SUR SEINE,311,Peinture,Permanent,PODIUM COLLES,,,,,"  2 411,00 € "
2022,20rkm,721872,LEROY MERLIN - 142,94200,IVRY SUR SEINE,311,Peinture,Permanent,PODIUM COLLES,,,,,"  2 411,00 € "
2022,20rkm,721872,LEROY MERLIN - 142,94200,IVRY SUR SEINE,311,Peinture,Permanent,PODIUM COLLES,,,,,"  2 413,00 € "
2022,20rkm,721872,LEROY MERLIN - 142,94200,IVRY SUR SEINE,311,Peinture,Permanent,PODIUM SILICONE CARTOUCHE,,,,,"  2 550,00 € "
2022,20rkm,721872,LEROY MERLIN - 142,94200,IVRY SUR SEINE,311,Peinture,Permanent,PODIUM CARTOUCHE RUBSON,,,,,"  2 500,00 € "
2022,20rkm,721872,LEROY MERLIN - 142,94200,IVRY SUR SEINE,311,Peinture,Permanent,PODIUM CARTOUCHE,,,,,"  2 500,00 € "
2022,20rkm,721872,LEROY MERLIN - 142,94200,IVRY SUR SEINE,311,Peinture,Permanent,TG CAISSE COLLES & MASTICS,,,,,"  9 644,00 € "
2022,20rkm,721872,LEROY MERLIN - 142,94200,IVRY SUR SEINE,311,Peinture,Permanent,PODIUM ISOL & ETANCH,,,,,"  1 200,00 € "
2022,20rkm,721872,LEROY MERLIN - 142,94200,IVRY SUR SEINE,311,Peinture,Permanent,PODIUM COLLES,,,,,"  1 300,00 € "
2022,20rkm,721872,LEROY MERLIN - 142,94200,IVRY SUR SEINE,311,Peinture,Permanent,PODIUM CARTOUCHE,,,,,"  2 500,00 € "
2022,20rkm,721872,LEROY MERLIN - 142,94200,IVRY SUR SEINE,311,Peinture,Permanent,PODIUM COLLES & MASTICS,,,,,"  9 644,00 € "
2023,20rbs,1201287,LEROY MERLIN - 160,85005,LA ROCHE SUR YON,460,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,,"  300,00 € "
2023,20pm1,107218,LEROY MERLIN - 014,59174,LA SENTINELLE,499,Peinture,Promo,,Signé,Valeur Fixe,PP,Ponctuelle,"  1 328,00 € "
2023,20pm1,107218,LEROY MERLIN - 014,59174,LA SENTINELLE,499,Peinture,Promo,,Signé,Valeur Fixe,PP,Ponctuelle,"  1 500,00 € "
2023,20pm1,107218,LEROY MERLIN - 014,59174,LA SENTINELLE,499,Menuiserie,Promo,TG/Podium,Signé,Valeur Fixe,PP,,"  465,00 € "
2023,20pm1,107218,LEROY MERLIN - 014,59174,LA SENTINELLE,499,Peinture,Promo,,Signé,Valeur Fixe,PP,Ponctuelle,"  1 273,00 € "
2022,20pm1,107218,LEROY MERLIN - 014,59174,LA SENTINELLE,499,Peinture,Promo,PODIUM COLLES,,,,,"  535,00 € "
2022,20pm1,107218,LEROY MERLIN - 014,59174,LA SENTINELLE,499,Menuiserie,Promo,TG COLLES,,,,,"  143,00 € "
2022,20pm1,107218,LEROY MERLIN - 014,59174,LA SENTINELLE,499,Peinture,Promo,TG COLLES,,,,,"  2 475,00 € "
2022,20pm1,107218,LEROY MERLIN - 014,59174,LA SENTINELLE,499,Peinture,Promo,TG ISOL & ETANCH,,,,,"  1 129,00 € "
2022,20pm1,107218,LEROY MERLIN - 014,59174,LA SENTINELLE,499,Peinture,Promo,TG ISOLATION & ETANCHEITE,,,,,"  1 400,00 € "
2022,20pm1,107218,LEROY MERLIN - 014,59174,LA SENTINELLE,499,Peinture,Promo,TG ISOLATION & ETANCHEITE,,,,,"  1 737,00 € "
2023,20r9x,107245,LEROY MERLIN - 047,83160,LA VALETTE DU VAR,380,Sol,Permanent,Cross,Engagé,Valeur Fixe,PP,Année complète,"  200,00 € "
2023,20r9x,107245,LEROY MERLIN - 047,83160,LA VALETTE DU VAR,380,Peinture,Permanent,TG Caisses,Engagé,Valeur Fixe,PP,Année complète,"  750,00 € "
2023,20r9x,107245,LEROY MERLIN - 047,83160,LA VALETTE DU VAR,380,Peinture,Permanent,TG Caisses,Engagé,Valeur Fixe,PP,Année complète,"  750,00 € "
2023,20r9x,107245,LEROY MERLIN - 047,83160,LA VALETTE DU VAR,380,Peinture,Permanent,Cross,Engagé,Valeur Fixe,PP,Année complète,"  1 650,00 € "
2023,20r9x,107245,LEROY MERLIN - 047,83160,LA VALETTE DU VAR,380,Peinture,Permanent,Cross,Engagé,Valeur Fixe,PP,Année complète,"  1 650,00 € "
2022,20r9x,107245,LEROY MERLIN - 047,83160,LA VALETTE DU VAR,380,Peinture,Permanent,TG CAISSE COLLES,,,,,"  750,00 € "
2022,20r9x,107245,LEROY MERLIN - 047,83160,LA VALETTE DU VAR,380,Peinture,Permanent,CROSS MKT COLLES,,,,,"  1 650,00 € "
2022,20r9x,107245,LEROY MERLIN - 047,83160,LA VALETTE DU VAR,380,Peinture,Permanent,TG CAISSE COLLES,,,,,"  750,00 € "
2022,20r9x,107245,LEROY MERLIN - 047,83160,LA VALETTE DU VAR,380,Peinture,Permanent,CROSS MKT COLLES,,,,,"  1 650,00 € "
2023,20nh5,107244,LEROY MERLIN - 046,22360,LANGUEUX,478,Peinture,Promo,,Signé,Valeur Fixe,PP,Trimestre 2,"  1 500,00 € "
2023,20nh5,107244,LEROY MERLIN - 046,22360,LANGUEUX,478,Peinture,Promo,Cross,Signé,Valeur Fixe,,Trimestre 1,"  945,00 € "
2023,20nh5,107244,LEROY MERLIN - 046,22360,LANGUEUX,478,Peinture,Promo,,Signé,Valeur Fixe,PP,Trimestre 4,"  1 800,00 € "
2023,20nh5,107244,LEROY MERLIN - 046,22360,LANGUEUX,478,Menuiserie,Promo,Cross,Signé,Valeur Fixe,PP,Année complète,"  1 000,00 € "
2022,20nh5,107244,LEROY MERLIN - 046,22360,LANGUEUX,478,Peinture,Promo,PODIUM ISOL & ETANCH,,,,,"  2 470,00 € "
2022,20nh5,107244,LEROY MERLIN - 046,22360,LANGUEUX,478,Peinture,Promo,TG CAISSE COLLES,,,,,"  2 700,00 € "
2022,20nh5,107244,LEROY MERLIN - 046,22360,LANGUEUX,478,Peinture,Promo,PODIUM ISOLATION & ETANCHEITE,,,,,"  1 245,00 € "
2023,20ram,2498242,LEROY MERLIN - 195,84276,LE PONTET,378,Peinture,Promo,,Signé,Valeur Fixe,PP,Ponctuelle,"  1 248,73 € "
2023,20ram,2498242,LEROY MERLIN - 195,84276,LE PONTET,378,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  1 250,00 € "
2023,20ram,2498242,LEROY MERLIN - 195,84276,LE PONTET,378,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  750,00 € "
2023,20ram,2498242,LEROY MERLIN - 195,84276,LE PONTET,378,Peinture,Promo,Cross,Signé,Valeur Fixe,PP,Année complète,"  750,00 € "
2023,20ram,2498242,LEROY MERLIN - 195,84276,LE PONTET,378,Peinture,Promo,TG Caisses,Signé,Valeur Fixe,PP,Année complète,"  1 750,00 € "
2022,20ram,2498242,LEROY MERLIN - 195,84276,LE PONTET,378,Peinture,Promo,PODIUM COLLES,,,,,"  1 746,23 € "
2022,20ram,2498242,LEROY MERLIN - 195,84276,LE PONTET,378,Peinture,Promo,CROSS MKT JOUES TG NCNV/ACRYLIQUE/POWER TAPE/NEO PLUS,,,,,"  625,00 € "
2022,20ram,2498242,LEROY MERLIN - 195,84276,LE PONTET,378,Peinture,Promo,TG MOUSSE EXPANSIVE/ACRYLIQUE/FT101,,,,,"  1 250,00 € "
2022,20ram,2498242,LEROY MERLIN - 195,84276,LE PONTET,378,Peinture,Promo,TG CAISSES SG3,,,,,"  2 000,00 € "
2022,20ram,2498242,LEROY MERLIN - 195,84276,LE PONTET,378,Peinture,Promo,TG SILICONES,,,,,"  750,00 € "
2022,20pm3,2640618,LEROY MERLIN - 032,59810,LESQUIN,499,Peinture,Promo,CROSS MKT ISOL & ETANCH,,,,,"  2 113,00 € "
2022,20pm3,2640618,LEROY MERLIN - 032,59810,LESQUIN,499,Peinture,Promo,CROSS MKT COLLES & MASTICS,,,,,"  475,00 € "
2023,20pm3,2640618,LEROY MERLIN - 032,59810,LESQUIN,499,Peinture,Promo,,Signé,Valeur Fixe,PP,Ponctuelle,"  726,00 € "
2023,20pm3,2640618,LEROY MERLIN - 032,59810,LESQUIN,499,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,Ponctuelle,"  1 000,00 € "
2023,20pm3,2640618,LEROY MERLIN - 032,59810,LESQUIN,499,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,Ponctuelle,"  460,00 € "
2023,20pm3,2640618,LEROY MERLIN - 032,59810,LESQUIN,499,Peinture,Promo,TG Caisses,Signé,Valeur Fixe,PP,Ponctuelle,"  100,00 € "
2023,20pm3,2640618,LEROY MERLIN - 032,59810,LESQUIN,499,Peinture,Promo,,Signé,Valeur Fixe,PP,Ponctuelle,"  812,37 € "
2023,20pm3,2640618,LEROY MERLIN - 032,59810,LESQUIN,499,Peinture,Promo,,Signé,Valeur Fixe,PP,Ponctuelle,"  2 170,00 € "
2023,20pm3,2640618,LEROY MERLIN - 032,59810,LESQUIN,499,Peinture,Promo,,Signé,Valeur Fixe,PP,,"  337,00 € "
2023,20rdr,1520065,LEROY MERLIN - 294,87071,LIMOGES,350,Peinture,Permanent,,Signé,Valeur Fixe,PP,Année complète,"  3 500,00 € "
2022,20rdr,1520065,LEROY MERLIN - 294,87071,LIMOGES,350,Peinture,Permanent,CROSS MKT COLLES,,,,,"  1 500,00 € "
2022,20rdr,1520065,LEROY MERLIN - 294,87071,LIMOGES,350,Peinture,Permanent,CROSS MKT COLLES,,,,,"  2 000,00 € "
2023,20rk3,134130,LEROY MERLIN - 073,93891,LIVRY GARGAN,285,Plomberie,Promo,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  350,00 € "
2022,20rk3,134130,LEROY MERLIN - 073,93891,LIVRY GARGAN,285,Peinture,Promo,TG ISOL & ETANCH,,,,,"  1 800,00 € "
2022,20rk3,134130,LEROY MERLIN - 073,93891,LIVRY GARGAN,285,Peinture,Promo,TG COLLES,,,,,"  900,00 € "
2022,20rk3,134130,LEROY MERLIN - 073,93891,LIVRY GARGAN,285,Peinture,Promo,TG ALIMENTATION,,,,,"  350,00 € "
2023,20r82,107209,LEROY MERLIN - 004,80330,LONGUEAU,521,Menuiserie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  750,00 € "
2023,20r82,107209,LEROY MERLIN - 004,80330,LONGUEAU,521,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  700,00 € "
2023,20r82,107209,LEROY MERLIN - 004,80330,LONGUEAU,521,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  700,00 € "
2023,20r82,107209,LEROY MERLIN - 004,80330,LONGUEAU,521,Peinture,Promo,,Signé,Valeur Fixe,PP,Trimestre 4,"  1 300,00 € "
2022,20r82,107209,LEROY MERLIN - 004,80330,LONGUEAU,521,Peinture,Promo,CROSS MKT COLLES,,,,,"  837,00 € "
2023,20pym,488773,LEROY MERLIN - 135,71000,MACON,376,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,,"  1 030,00 € "
2023,20pym,488773,LEROY MERLIN - 135,71000,MACON,376,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  500,00 € "
2023,20pym,488773,LEROY MERLIN - 135,71000,MACON,376,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  500,00 € "
2023,20pym,488773,LEROY MERLIN - 135,71000,MACON,376,Peinture,Permanent,TG Caisses,Signé,Valeur Fixe,PP,,"  800,00 € "
2023,20pym,488773,LEROY MERLIN - 135,71000,MACON,376,Peinture,Permanent,TG Caisses,Signé,Valeur Fixe,PP,,"  800,00 € "
2022,20pym,488773,LEROY MERLIN - 135,71000,MACON,376,Peinture,Permanent,PODIUM ISOL & ETANCH,,,,,"  800,00 € "
2022,20pym,488773,LEROY MERLIN - 135,71000,MACON,376,Peinture,Permanent,TG CAISSE ISOL & ETANCH,,,,,"  3 000,00 € "
2023,20pk2,134125,LEROY MERLIN - 052,57280,MAIZIERES LES METZ,325,Menuiserie,Permanent,,Engagé,Valeur Fixe,PP,Année complète,"  500,00 € "
2023,20pk2,134125,LEROY MERLIN - 052,57280,MAIZIERES LES METZ,325,Peinture,Permanent,,Engagé,Valeur Fixe,PP,Semestre 1,"  3 650,00 € "
2023,20pk2,134125,LEROY MERLIN - 052,57280,MAIZIERES LES METZ,325,Peinture,Permanent,,Engagé,Valeur Fixe,PP,Semestre 2,"  3 650,00 € "
2023,20ndn,1718965,LEROY MERLIN - 175,19360,MALEMORT SUR CORREZE,350,Peinture,Permanent,TG Caisses,Signé,Valeur Fixe,PP,Année complète,"  1 000,00 € "
2023,20ndn,1718965,LEROY MERLIN - 175,19360,MALEMORT SUR CORREZE,350,Peinture,Permanent,Pack Visibilité GSB,Signé,Valeur Fixe,PP,,"  2 800,00 € "
2023,20ndn,1718965,LEROY MERLIN - 175,19360,MALEMORT SUR CORREZE,350,Menuiserie,Permanent,Pack Visibilité GSB,Signé,Valeur Fixe,PP,,"  500,00 € "
2023,20ndn,1718965,LEROY MERLIN - 175,19360,MALEMORT SUR CORREZE,350,Peinture,Permanent,,Signé,Valeur Fixe,PP,Année complète,"  1 500,00 € "
2022,20ndn,1718965,LEROY MERLIN - 175,19360,MALEMORT SUR CORREZE,350,Peinture,Permanent,CROSS MKT COLLES,,,,,"  1 500,00 € "
2022,20ndn,1718965,LEROY MERLIN - 175,19360,MALEMORT SUR CORREZE,350,Menuiserie,Permanent,CROSS MKT COLLES,,,,,"  2 000,00 € "
2022,20ndn,1718965,LEROY MERLIN - 175,19360,MALEMORT SUR CORREZE,350,Peinture,Permanent,MEA TG / CROSS NCNV / CROSS RUBSON / TG CAISSE SG3,,,,,"  2 500,00 € "
2023,20n7r,1089498,LEROY MERLIN - 119,13011,MARSEILLE,379,Peinture,Permanent,TG Caisses,Engagé,Valeur Fixe,PP,Année complète,"  800,00 € "
2023,20n7r,1089498,LEROY MERLIN - 119,13011,MARSEILLE,379,Plomberie,Permanent,TG/Podium,Engagé,Valeur Fixe,PP,Semestre 1,"  800,00 € "
2023,20n7r,1089498,LEROY MERLIN - 119,13011,MARSEILLE,379,Plomberie,Permanent,TG/Podium,Engagé,Valeur Fixe,PP,Semestre 2,"  800,00 € "
2022,20n7r,1089498,LEROY MERLIN - 119,13011,MARSEILLE,379,Peinture,Permanent,PODIUM CARTOUCHE SILICONE,,,,,"  800,00 € "
2022,20n7r,1089498,LEROY MERLIN - 119,13011,MARSEILLE,379,Plomberie,Permanent,TG CAISSE COLLES,,,,,"  800,00 € "
2022,20n7r,1089498,LEROY MERLIN - 119,13011,MARSEILLE,379,Plomberie,Permanent,PODIUM CARTOUCHE SILICONE,,,,,"  800,00 € "
2023,20n7m,134126,LEROY MERLIN - 061,13500,MARTIGUES,379,Peinture,Permanent,Cross,Engagé,Valeur Fixe,PP,Semestre 2,"  1 050,00 € "
2023,20n7m,134126,LEROY MERLIN - 061,13500,MARTIGUES,379,Peinture,Permanent,TG Caisses,Engagé,Valeur Fixe,PP,Semestre 2,"  840,00 € "
2023,20n7m,134126,LEROY MERLIN - 061,13500,MARTIGUES,379,Plomberie,Permanent,Cross,Engagé,Valeur Fixe,PP,Semestre 2,"  400,00 € "
2023,20n7m,134126,LEROY MERLIN - 061,13500,MARTIGUES,379,Peinture,Permanent,TG Caisses,Engagé,Valeur Fixe,PP,Semestre 1,"  840,00 € "
2023,20n7m,134126,LEROY MERLIN - 061,13500,MARTIGUES,379,Plomberie,Permanent,Cross,Engagé,Valeur Fixe,PP,Semestre 1,"  400,00 € "
2023,20n7m,134126,LEROY MERLIN - 061,13500,MARTIGUES,379,Peinture,Permanent,Cross,Engagé,Valeur Fixe,PP,Semestre 1,"  840,00 € "
