ANNEE,CODE DU POINT DE VENTE,Code IDH,RAISON SOCIALE,CODE POSTAL,VILLE,CODE Chef de secteur,RAYON,NATURE,TYPE ACCORD,"STATUT
ACCORD",MODALITÉS,PAIEMENT,PÉRIODE,"BUDGET
ACCORD
HT €"
2023,20rjz,107257,LEROY MERLIN - 063,93110,ROSNY SOUS BOIS,285,Plomberie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  2 500,00 € "
2023,20rjz,107257,LEROY MERLIN - 063,93110,ROSNY SOUS BOIS,285,Peinture,Permanent,TG Caisses,Signé,Valeur Fixe,PP,,"  3 000,00 € "
2023,20rjz,107257,LEROY MERLIN - 063,93110,ROSNY SOUS BOIS,285,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  6 000,00 € "
2023,20rjz,107257,LEROY MERLIN - 063,93110,ROSNY SOUS BOIS,285,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,Semestre 2,"  6 000,00 € "
2023,20rjz,107257,LEROY MERLIN - 063,93110,ROSNY SOUS BOIS,285,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,Semestre 2,"  10 000,00 € "
2023,20rjz,107257,LEROY MERLIN - 063,93110,ROSNY SOUS BOIS,285,Peinture,Permanent,TG Caisses,Signé,Valeur Fixe,PP,Semestre 2,"  1 500,00 € "
2022,20rjz,107257,LEROY MERLIN - 063,93110,ROSNY SOUS BOIS,285,Peinture,Permanent,TG CAISSE COLLES,,,,,"  1 500,00 € "
2022,20rjz,107257,LEROY MERLIN - 063,93110,ROSNY SOUS BOIS,285,Peinture,Permanent,PODIUM COLLES,,,,,"  3 000,00 € "
2022,20rjz,107257,LEROY MERLIN - 063,93110,ROSNY SOUS BOIS,285,Peinture,Permanent,CROSS MKT COLLES,,,,,"  5 000,00 € "
2022,20rjz,107257,LEROY MERLIN - 063,93110,ROSNY SOUS BOIS,285,Peinture,Permanent,PODIUM ALIMENTATION,,,,,"  2 500,00 € "
2022,20rjz,107257,LEROY MERLIN - 063,93110,ROSNY SOUS BOIS,285,Peinture,Permanent,PODIUM ISOL & ETANCH,,,,,"  3 000,00 € "
2022,20rjz,107257,LEROY MERLIN - 063,93110,ROSNY SOUS BOIS,285,Peinture,Permanent,CROSS MKT ISOL & ETANCH,,,,,"  5 000,00 € "
2022,20rjz,107257,LEROY MERLIN - 063,93110,ROSNY SOUS BOIS,285,Peinture,Permanent,MEA COLLES MASTICS,,,,,"  10 000,00 € "
2023,20rjp,1253966,LEROY MERLIN - 161,92500,RUEIL MALMAISON,311,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,Année complète,"  6 000,00 € "
2022,20rjp,1253966,LEROY MERLIN - 161,92500,RUEIL MALMAISON,311,Peinture,Permanent,TG MOUSSE EXP / ABHU,,,,,"  1 000,00 € "
2022,20rjp,1253966,LEROY MERLIN - 161,92500,RUEIL MALMAISON,311,Peinture,Permanent,CROSS MKT PEINTURE,,,,,"  6 000,00 € "
2022,20rjp,1253966,LEROY MERLIN - 161,92500,RUEIL MALMAISON,311,Peinture,Permanent,TG PEINTURE PREVENTES + TG,,,,,"  1 000,00 € "
2023,20nb8,1392809,LEROY MERLIN - 165,16800,SOYAUX,415,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,Année complète,"  2 000,00 € "
2022,20nb8,1392809,LEROY MERLIN - 165,16800,SOYAUX,415,Peinture,Permanent,CROSS MKT COLLES,,,,,"  2 000,00 € "
2023,20ny4,968708,LEROY MERLIN - 153,34130,ST AUNES,441,Peinture,Permanent,,Signé,Valeur Fixe,PP,Année complète,"  1 000,00 € "
2023,20pbd,107251,LEROY MERLIN - 054,49124,ST BARTHELEMY D ANJOU,460,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  8 000,00 € "
2023,20pbd,107251,LEROY MERLIN - 054,49124,ST BARTHELEMY D ANJOU,460,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  7 000,00 € "
2023,20pbd,107251,LEROY MERLIN - 054,49124,ST BARTHELEMY D ANJOU,460,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  7 000,00 € "
2023,20pbd,107251,LEROY MERLIN - 054,49124,ST BARTHELEMY D ANJOU,460,Plomberie,Promo,,Signé,Valeur Fixe,PP,Année complète,"  1 000,00 € "
2022,20pbd,107251,LEROY MERLIN - 054,49124,ST BARTHELEMY D ANJOU,460,Peinture,Permanent,CROSS MKT COLLES,,,,,"  8 000,00 € "
2022,20pbd,107251,LEROY MERLIN - 054,49124,ST BARTHELEMY D ANJOU,460,Peinture,Permanent,CROSS MKT PEINT EXT,,,,,"  7 000,00 € "
2022,20pbd,107251,LEROY MERLIN - 054,49124,ST BARTHELEMY D ANJOU,460,Plomberie,Promo,TG RUBSON,,,,,"  1 000,00 € "
2022,20pbd,107251,LEROY MERLIN - 054,49124,ST BARTHELEMY D ANJOU,460,Peinture,Permanent,CROSS MKT COLLES,,,,,"  7 000,00 € "
2022,20pf3,2476155,LEROY MERLIN - 198,53940,ST BERTHEVIN,497,Peinture,Promo,TG PATTEX,,,,,"  176,00 € "
2022,20pf3,2476155,LEROY MERLIN - 198,53940,ST BERTHEVIN,497,Menuiserie,Permanent,CROSS MKT COLLES,,,,,"  700,00 € "
2023,20pf3,2476155,LEROY MERLIN - 198,53940,ST BERTHEVIN,497,Peinture,Promo,Promotion,Signé,Valeur Fixe,PP,,"  194,00 € "
2023,20pf3,2476155,LEROY MERLIN - 198,53940,ST BERTHEVIN,497,Menuiserie,Permanent,Cross,Signé,Valeur Fixe,Gratuit,Année complète,"  500,00 € "
2023,20pf3,2476155,LEROY MERLIN - 198,53940,ST BERTHEVIN,497,Peinture,Permanent,,Signé,Valeur Fixe,PP,Année complète,"  700,00 € "
2023,20rjx,465567,LEROY MERLIN - 115,93216,ST DENIS,285,Plomberie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  3 500,00 € "
2022,20rjx,465567,LEROY MERLIN - 115,93216,ST DENIS,285,Peinture,Permanent,PODIUM TG SILICONE,,,,,"  3 500,00 € "
2022,20rjx,465567,LEROY MERLIN - 115,93216,ST DENIS,285,Plomberie,Permanent,CROSS MKT COLLES,,,,,"  3 500,00 € "
2023,20ncs,107222,LEROY MERLIN - 019,18230,ST DOULCHARD,350,Peinture,Permanent,,Signé,Valeur Fixe,PP,Année complète,"  3 500,00 € "
2022,20ncs,107222,LEROY MERLIN - 019,18230,ST DOULCHARD,350,Peinture,Permanent,CROSS MKT COLLES/MASTICS/MOUSSE EXP RUBSON/PATTEX/SG,,,,,"  2 500,00 € "
2022,20ncs,107222,LEROY MERLIN - 019,18230,ST DOULCHARD,350,Peinture,Permanent,CROSS MKT COLLES & MASTICS,,,,,"  600,00 € "
2022,20p1b,2435937,LEROY MERLIN - 194,38120,ST EGREVE,347,Peinture,Permanent,TG COLLES,,,,,"  1 654,00 € "
2022,20p1b,2435937,LEROY MERLIN - 194,38120,ST EGREVE,347,Menuiserie,Permanent,CROSS MKT PATTEX CARTOUCHE FIXATION,,,,,"  600,00 € "
2022,20p1b,2435937,LEROY MERLIN - 194,38120,ST EGREVE,347,Peinture,Permanent,TG COLLES ,,,,,"  1 000,00 € "
2023,20p1b,2435937,LEROY MERLIN - 194,38120,ST EGREVE,347,Menuiserie,Promo,Cross,Signé,Valeur Fixe,PP,,"  600,00 € "
2023,20p1b,2435937,LEROY MERLIN - 194,38120,ST EGREVE,347,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  1 203,00 € "
2023,20rhh,107224,LEROY MERLIN - 024,91700,ST GENEVIEVE DES BOIS,524,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  10 000,00 € "
2023,20rhh,107224,LEROY MERLIN - 024,91700,ST GENEVIEVE DES BOIS,524,Plomberie,Promo,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  3 000,00 € "
2023,20rhh,107224,LEROY MERLIN - 024,91700,ST GENEVIEVE DES BOIS,524,Menuiserie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  1 100,00 € "
2023,20rhh,107224,LEROY MERLIN - 024,91700,ST GENEVIEVE DES BOIS,524,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,,"  1 000,00 € "
2023,20rhh,107224,LEROY MERLIN - 024,91700,ST GENEVIEVE DES BOIS,524,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,Ponctuelle,"  1 500,00 € "
2022,20rhh,107224,LEROY MERLIN - 024,91700,ST GENEVIEVE DES BOIS,524,Peinture,Promo,PODIUM ISOL & ETANCH,,,,,"  15 000,00 € "
2022,20rhh,107224,LEROY MERLIN - 024,91700,ST GENEVIEVE DES BOIS,524,Peinture,Promo,PODIUM RUBSON,,,,,"  3 000,00 € "
2022,20rhh,107224,LEROY MERLIN - 024,91700,ST GENEVIEVE DES BOIS,524,Peinture,Promo,CROSS MKT COLLES & MASTICS,,,,,"  2 220,00 € "
2023,20pr1,107241,LEROY MERLIN - 043,62280,ST MARTIN BOULOGNE,521,Peinture,Promo,,Signé,Valeur Fixe,PP,Trimestre 4,"  300,00 € "
2023,20pr1,107241,LEROY MERLIN - 043,62280,ST MARTIN BOULOGNE,521,Peinture,Promo,,Signé,Valeur Fixe,PP,Trimestre 3,"  860,00 € "
2023,20pr1,107241,LEROY MERLIN - 043,62280,ST MARTIN BOULOGNE,521,Peinture,Promo,,Signé,Valeur Fixe,PP,Semestre 2,"  1 900,00 € "
2022,20rk1,2615587,LEROY MERLIN - 089,93584,ST OUEN CEDEX,285,Peinture,Permanent,CROSS MKT COLLES,,,,,"  4 700,00 € "
2023,20rk1,2615587,LEROY MERLIN - 089,93584,ST OUEN CEDEX,285,Peinture,Permanent,Pack Visibilité GSB,Signé,Valeur Fixe,PP,Année complète,"  4 700,00 € "
2023,20rk1,2615587,LEROY MERLIN - 089,93584,ST OUEN CEDEX,285,Peinture,Promo,Cross,Signé,Valeur Fixe,PP,Trimestre 4,"  150,00 € "
2023,20p4t,1378115,LEROY MERLIN - 168,42270,ST PRIEST EN JAREZ,348,Peinture,Permanent,,Signé,Valeur Fixe,PP,Année complète,"  4 200,00 € "
2022,20p4t,1378115,LEROY MERLIN - 168,42270,ST PRIEST EN JAREZ,348,Peinture,Permanent,TG COLLES,,,,,"  2 000,00 € "
2022,20p4t,1378115,LEROY MERLIN - 168,42270,ST PRIEST EN JAREZ,348,Peinture,Permanent,CROSS MKT COLLES,,,,,"  2 400,00 € "
2022,20p4t,1378115,LEROY MERLIN - 168,42270,ST PRIEST EN JAREZ,348,Peinture,Permanent,TG CAISSE COLLES,,,,,"  2 700,00 € "
2023,20pvr,107239,LEROY MERLIN - 040,67200,STRASBOURG,523,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  1 100,00 € "
2023,20pvr,107239,LEROY MERLIN - 040,67200,STRASBOURG,523,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  3 000,00 € "
2023,20pvr,107239,LEROY MERLIN - 040,67200,STRASBOURG,523,Plomberie,Permanent,Cross,Signé,Valeur Fixe,PP,,"  300,00 € "
2023,20pxf,481385,LEROY MERLIN - 117,69811,TASSIN LA DEMI LUNE,348,Peinture,Permanent,,Signé,Valeur Fixe,PP,Année complète,"  3 100,00 € "
2023,20pxf,481385,LEROY MERLIN - 117,69811,TASSIN LA DEMI LUNE,348,Plomberie,Permanent,,Signé,Valeur Fixe,PP,Année complète,"  500,00 € "
2022,20pxf,481385,LEROY MERLIN - 117,69811,TASSIN LA DEMI LUNE,348,Plomberie,Permanent,CROSS MKT COLLES,,,,,"  3 100,00 € "
2023,20phk,782319,LEROY MERLIN - 146,56450,THEIX,444,Menuiserie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  600,00 € "
2023,20phk,782319,LEROY MERLIN - 146,56450,THEIX,444,Peinture,Permanent,,Signé,Valeur Fixe,PP,Année complète,"  3 000,00 € "
2022,20phk,782319,LEROY MERLIN - 146,56450,THEIX,444,Peinture,Permanent,CROSS MKT COLLES,,,,,"  1 500,00 € "
2022,20phk,782319,LEROY MERLIN - 146,56450,THEIX,444,Menuiserie,Permanent,CROSS MKT ALIMENTATION,,,,,"  500,00 € "
2022,20phk,782319,LEROY MERLIN - 146,56450,THEIX,444,Peinture,Permanent,CROSS MKT COLLES,,,,,"  1 500,00 € "
2022,20phk,782319,LEROY MERLIN - 146,56450,THEIX,444,Peinture,Permanent,CROSS MKT COLLES & MASTICS,,,,,"  3 000,00 € "
2023,20pbx,2151040,LEROY MERLIN - 179,50470,TOLLEVAST,478,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  600,00 € "
2022,20pbx,2151040,LEROY MERLIN - 179,50470,TOLLEVAST,478,Peinture,Permanent,CROSS MKT COLLES,,,,,"  800,00 € "
2023,20p0m,107254,LEROY MERLIN - 059,37075,TOURS,460,Peinture,Permanent,Pack Visibilité GSB,Signé,Valeur Fixe,PP,,"  2 000,00 € "
2022,20p0m,107254,LEROY MERLIN - 059,37075,TOURS,460,Peinture,Permanent,CROSS MKT COLLES,,,,,"  2 000,00 € "
2022,20p0m,107254,LEROY MERLIN - 059,37075,TOURS,460,Peinture,Permanent,CROSS MKT COLLES,,,,,"  2 000,00 € "
2022,20p0m,107254,LEROY MERLIN - 059,37075,TOURS,460,Peinture,Permanent,CROSS MKT COLLES,,,,,"  1 000,00 € "
2023,20r3p,107258,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,Peinture,Permanent,,Signé,Valeur Fixe,PP,Semestre 1,"  2 200,00 € "
2023,20r3p,107258,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,Peinture,Permanent,,Signé,Valeur Fixe,PP,Semestre 2,"  2 200,00 € "
2023,20r3p,107258,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,Menuiserie,Permanent,Cross,Signé,Valeur Fixe,PP,Année complète,"  1 000,00 € "
2023,20r3p,107258,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,Plomberie,Promo,TG/Podium,Signé,Valeur Fixe,PP,Ponctuelle,"  1 000,00 € "
2022,20r3p,107258,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,Peinture,Promo,MEA COLLES ,,,,,"  750,00 € "
2022,20r3p,107258,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,Menuiserie,Permanent,CROSS MKT COLLES MASTIC,,,,,"  1 400,00 € "
2022,20r3p,107258,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,Peinture,Promo,MEA COLLES ,,,,,"  750,00 € "
2022,20r3p,107258,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,Menuiserie,Permanent,CROSS MKT COLLES MASTIC,,,,,"  1 400,00 € "
2022,20r3p,107258,LEROY MERLIN - 064,76410,TOURVILLE LA RIVIERE,480,Peinture,Permanent,PODIUM COLLES / MASTICS,,,,,"  2 100,00 € "
2023,20p7b,733525,LEROY MERLIN - 296,44570,TRIGNAC,444,Peinture,Permanent,Pack Visibilité GSB,Signé,Valeur Fixe,PP,,"  2 500,00 € "
2023,20p7b,733525,LEROY MERLIN - 296,44570,TRIGNAC,444,Peinture,Permanent,Pack Visibilité GSB,Signé,Valeur Fixe,PP,,"  2 500,00 € "
2023,20p7b,733525,LEROY MERLIN - 296,44570,TRIGNAC,444,Menuiserie,Promo,TG/Podium,Signé,Valeur Fixe,PP,,"  400,00 € "
2022,20p7b,733525,LEROY MERLIN - 296,44570,TRIGNAC,444,Peinture,Permanent,CROSS MKT COLLES,,,,,"  2 500,00 € "
2022,20p7b,733525,LEROY MERLIN - 296,44570,TRIGNAC,444,Peinture,Permanent,CROSS MKT COLLES,,,,,"  2 500,00 € "
2023,20nmw,1441537,LEROY MERLIN - 166,26000,VALENCE,378,Peinture,Promo,,Signé,Valeur Fixe,PP,Année complète,"  589,73 € "
2023,20nmw,1441537,LEROY MERLIN - 166,26000,VALENCE,378,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  300,00 € "
2023,20nmw,1441537,LEROY MERLIN - 166,26000,VALENCE,378,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,Année complète,"  550,00 € "
2022,20nmw,1441537,LEROY MERLIN - 166,26000,VALENCE,378,Peinture,Permanent,CROSS MKT FT101,,,,,"  100,00 € "
2022,20nmw,1441537,LEROY MERLIN - 166,26000,VALENCE,378,Peinture,Permanent,TG CAISSE SG3,,,,,"  250,00 € "
2022,20nmw,1441537,LEROY MERLIN - 166,26000,VALENCE,378,Peinture,Permanent,TG ISOLATION & ETANCHEITE,,,,,"  357,43 € "
2022,20nmw,1441537,LEROY MERLIN - 166,26000,VALENCE,378,Peinture,Permanent,CROSS MKT MOUSSE & GLUE,,,,,"  400,00 € "
2022,20nmw,1441537,LEROY MERLIN - 166,26000,VALENCE,378,Peinture,Permanent,CROSS MKT FT101,,,,,"  700,00 € "
2022,20nmw,1441537,LEROY MERLIN - 166,26000,VALENCE,378,Peinture,Permanent,TG CAISSE SG3,,,,,"  250,00 € "
2022,20nmw,1441537,LEROY MERLIN - 166,26000,VALENCE,378,Peinture,Permanent,CROSS MKT FT101 / NCNV,,,,,"  312,50 € "
2022,20nmw,1441537,LEROY MERLIN - 166,26000,VALENCE,378,Peinture,Permanent,TG MOUSSE,,,,,"  400,00 € "
2023,20n4d,672387,LEROY MERLIN - 137,06220,VALLAURIS,380,Peinture,Permanent,Cross,Engagé,Valeur Fixe,PP,Année complète,"  360,00 € "
2023,20n4d,672387,LEROY MERLIN - 137,06220,VALLAURIS,380,Peinture,Permanent,TG Caisses,Engagé,Valeur Fixe,PP,Année complète,"  760,00 € "
2023,20n4d,672387,LEROY MERLIN - 137,06220,VALLAURIS,380,Peinture,Permanent,Cross,Engagé,Valeur Fixe,PP,Année complète,"  360,00 € "
2023,20n4d,672387,LEROY MERLIN - 137,06220,VALLAURIS,380,Peinture,Promo,TG/Podium,Engagé,Valeur Fixe,PP,Trimestre 1,"  400,00 € "
2022,20n4d,672387,LEROY MERLIN - 137,06220,VALLAURIS,380,Peinture,Promo,TG COLLES,,,,,"  180,00 € "
2022,20n4d,672387,LEROY MERLIN - 137,06220,VALLAURIS,380,Peinture,Promo,TG CAISSE COLLES,,,,,"  380,00 € "
2023,20pr2,107216,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,Peinture,Promo,,Signé,Valeur Fixe,PP,Trimestre 1,"  1 200,00 € "
2023,20pr2,107216,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,Peinture,Permanent,,Signé,Valeur Fixe,PP,Année complète,"  5 500,00 € "
2022,20pr2,107216,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,Peinture,Promo,TG ISOLATION & ETANCHEITE,,,,,"  3 100,00 € "
2022,20pr2,107216,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,Peinture,Promo,PODIUM MOUSSES / ABHU/ SILICONES,,,,,"  800,00 € "
2023,20uek,2755574,LEROY MERLIN - 085,69200,VENISSIEUX,348,Peinture,Permanent,TG Caisses,Signé,Valeur Fixe,PP,,"  1 440,00 € "
2023,20uek,2755574,LEROY MERLIN - 085,69200,VENISSIEUX,348,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  550,00 € "
2023,20uek,2755574,LEROY MERLIN - 085,69200,VENISSIEUX,348,Peinture,Permanent,TG/Podium,Signé,Valeur Fixe,PP,,"  550,00 € "
2023,20uek,2755574,LEROY MERLIN - 085,69200,VENISSIEUX,348,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,,"  3 700,00 € "
2023,20uek,2755574,LEROY MERLIN - 085,69200,VENISSIEUX,348,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,Ponctuelle,"  550,00 € "
2022,20uek,2755574,LEROY MERLIN - 085,69200,VENISSIEUX,348,Peinture,Promo,TG COLLES,,,,,"  416,00 € "
2022,20uek,2755574,LEROY MERLIN - 085,69200,VENISSIEUX,348,Peinture,Promo,TG COLLES,,,,,"  735,00 € "
2022,20uek,2755574,LEROY MERLIN - 085,69200,VENISSIEUX,348,Peinture,Promo,TG CAISSE COLLES,,,,,"  2 160,00 € "
2022,20uek,2755574,LEROY MERLIN - 085,69200,VENISSIEUX,348,Peinture,Permanent,CROSS MKT COLLES,,,,,"  2 550,00 € "
2023,20ppy,1253972,LEROY MERLIN - 164,62131,VERQUIN,521,Peinture,Promo,,Signé,Valeur Fixe,PP,Semestre 2,"  1 800,00 € "
2023,20ppy,1253972,LEROY MERLIN - 164,62131,VERQUIN,521,Peinture,Promo,,Signé,Valeur Fixe,PP,Semestre 1,"  2 000,00 € "
2023,20ppy,1253972,LEROY MERLIN - 164,62131,VERQUIN,521,Peinture,Promo,,Signé,Valeur Fixe,PP,Trimestre 4,"  453,00 € "
2023,20ppy,1253972,LEROY MERLIN - 164,62131,VERQUIN,521,Peinture,Promo,TG/Podium,Signé,Valeur Fixe,PP,Trimestre 1,"  1 800,00 € "
2022,20ppy,1253972,LEROY MERLIN - 164,62131,VERQUIN,521,Peinture,Promo,TG COLLES & MASTICS,,,,,"  1 002,00 € "
2022,20ppy,1253972,LEROY MERLIN - 164,62131,VERQUIN,521,Peinture,Permanent,CROSS MKT COLLES,,,,,"  2 250,00 € "
2022,20ppy,1253972,LEROY MERLIN - 164,62131,VERQUIN,521,Peinture,Permanent,CROSS MKT COLLES MASTIC,,,,,"  1 100,00 € "
2022,20pkx,107215,LEROY MERLIN - 011,59650,VILLENEUVE D'ASCQ,499,Peinture,Promo,TG ISOLATION & ETANCHEITE,,,,,"  724,41 € "
2022,20pkx,107215,LEROY MERLIN - 011,59650,VILLENEUVE D'ASCQ,499,Peinture,Promo,TG ISOLATION & ETANCHEITE,,,,,"  175,65 € "
2023,20pkx,107215,LEROY MERLIN - 011,59650,VILLENEUVE D'ASCQ,499,Peinture,Promo,,Signé,Valeur Fixe,PP,,"  1 895,68 € "
2023,20ueh,2723730,LEROY MERLIN - 101,34420,VILLENEUVE LES BEZIERS,441,Peinture,Permanent,Cross,Signé,Valeur Fixe,PP,Année complète,"  300,00 € "
2023,20rkj,134120,LEROY MERLIN - 021,94408,VITRY SUR SEINE,311,Peinture,Promo,,Signé,Valeur Fixe,PP,Trimestre 3,"  1 293,44 € "
2023,20rkj,134120,LEROY MERLIN - 021,94408,VITRY SUR SEINE,311,Plomberie,Permanent,TG/Podium,Signé,Valeur Fixe,PP,Année complète,"  2 000,00 € "
2022,20rkj,134120,LEROY MERLIN - 021,94408,VITRY SUR SEINE,311,Peinture,Promo,CROSS MKT ISOL & ETANCH,,,,,"  2 580,00 € "
2022,20rkj,134120,LEROY MERLIN - 021,94408,VITRY SUR SEINE,311,Peinture,Promo,PODIUM ISOL & ETANCH,,,,,"  500,00 € "
2022,20rkj,134120,LEROY MERLIN - 021,94408,VITRY SUR SEINE,311,Peinture,Promo,CROSS MKT ISOLATION & ETANCHEITE,,,,,"  1 500,00 € "
2022,20rkj,134120,LEROY MERLIN - 021,94408,VITRY SUR SEINE,311,Peinture,Promo,CROSS MKT ISOL & ETANCH,,,,,"  2 580,00 € "
2023,20pxm,1612695,LEROY MERLIN - 169,69390,VOURLES,348,Peinture,Promo,TG/Podium,Engagé,Valeur Fixe,PP,Année complète,"  350,00 € "
2023,20pxm,1612695,LEROY MERLIN - 169,69390,VOURLES,348,Peinture,Promo,Cross,Engagé,Valeur Fixe,PP,Année complète,"  1 000,00 € "
2022,20pxm,1612695,LEROY MERLIN - 169,69390,VOURLES,348,Peinture,Promo,CROSS MKT COLLES MASTICS RUBSON PATTEX,,,,,"  700,00 € "
2022,20pxm,1612695,LEROY MERLIN - 169,69390,VOURLES,348,Peinture,Promo,CROSS MKT COLL3ES MASTICS RUBSON PATTEX,,,,,"  1 400,00 € "
2023,20pkv,2171816,LEROY MERLIN - 183,59119,WAZIERS,521,Peinture,Promo,,Signé,Valeur Fixe,PP,Trimestre 3,"  1 033,00 € "
2023,20pkv,2171816,LEROY MERLIN - 183,59119,WAZIERS,521,Peinture,Promo,,Signé,Valeur Fixe,PP,Trimestre 4,"  1 200,00 € "
2022,20pkv,2171816,LEROY MERLIN - 183,59119,WAZIERS,521,Peinture,Promo,CROSS MKT COLLES,,,,,"  1 528,00 € "
