Code du Point de Vente,Raison Sociale,Code Postal,Ville,Code Chef de Secteur Henkel,"Total
Famille",Famille,"Total
annuel
2022","Total
annuel
2023","Total
annuel
Evol","Total
YTD
2022","Total
YTD
2023","Total
YTD
Evol","Janvier
2022","Janvier
2023","Janvier
Evol","Février
2022","Février
2023","Février
Evol","Mars
2022","Mars
2023","Mars
Evol","Avril
2022","Avril
2023","Avril
Evol","Mai
2022","Mai
2023","Mai
Evol","Juin
2022","Juin
2023","Juin
Evol","Juillet
2022","Juillet
2023","Juillet
Evol","Août
2022","Août
2023","Août
Evol","Septembre
2022","Septembre
2023","Septembre
Evol","Octobre
2022","Octobre
2023","Octobre
Evol","Novembre
2022","Novembre
2023","Novembre
Evol","Décembre
2022","Décembre
2023","Décembre
Evol"
20nz8,BRICOMARCHE - B434,35340,LIFFRE,478,,-    COLLES BOIS - CONTACT,611,431,,611,431,"-29,43%",,,,,,,283,154,"-45,65%",64,,,,41,,26,,,32,51,"57,84%",29,80,"177,59%",34,20,"-42,05%",,,,64,45,"-30,91%",78,41,"-47,51%"
20nz8,BRICOMARCHE - B434,35340,LIFFRE,478,,-    COLLES MULTI-USAGES - EPOXY - SPECIALITE,1194,806,,1194,806,"-32,53%",,-46,,319,56,"-82,57%",390,249,"-36,11%",61,102,"66,73%",64,56,"-13,62%",,56,,49,93,"89,29%",137,72,"-47,29%",58,,,,62,,16,,,100,106,"5,64%"
20nz8,BRICOMARCHE - B434,35340,LIFFRE,478,,-    ADHÉSIFS,1325,1050,,1325,1050,"-20,79%",92,147,"60,25%",89,67,"-24,90%",476,161,"-66,26%",147,19,"-87,29%",16,59,"261,40%",16,156,"853,31%",62,83,"33,98%",86,111,"29,37%",163,166,"1,70%",102,48,"-52,63%",45,,,31,33,"8,82%"
20nz8,BRICOMARCHE - B434,35340,LIFFRE,478,,-    ABSORBEURS D'HUMIDITÉ,3423,1286,,3423,1286,"-62,43%",117,244,"108,63%",161,,,,,,1449,,,,125,,,,,,,,61,610,"905,34%",135,31,"-77,27%",805,24,"-96,98%",339,228,"-32,83%",358,24,"-93,21%"
20nz8,BRICOMARCHE - B434,35340,LIFFRE,478,,-    MOUSSES EXPANSIVES,669,650,,669,650,"-2,89%",,124,,198,,,470,,,,,,,,,,,,,,,,263,,,,,,,,,263,,,,
20nz8,BRICOMARCHE - B434,35340,LIFFRE,478,,-    RENO DECO,996,750,,996,750,"-24,70%",60,,,121,123,"1,46%",,149,,270,29,"-89,10%",12,,,174,178,"2,17%",62,65,"4,25%",51,41,"-19,90%",139,67,"-51,58%",82,,,13,98,"674,78%",13,,
20nz8,BRICOMARCHE - B434,35340,LIFFRE,478,,-    REVÊTEMENTS - COLLES SOLS,591,160,,591,160,"-72,94%",,,,,,,261,,,181,56,"-69,16%",,,,,,,,47,,,,,40,,,108,57,"-46,83%",,,,,,
20nz8,BRICOMARCHE - B434,35340,LIFFRE,478,,-    AUTRES,811,407,,811,407,"-49,80%",238,,,,,,116,,,264,139,"-47,27%",,65,,,,,,,,132,,,,139,,61,,,,,,,65,
20nz8,BRICOMARCHE - B434,35340,LIFFRE,478,,-    COLLES DE PAPETERIE,81,,,81,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20nzh,BRICOMARCHE - B380,35610,PLEINE FOUGERES,478,TOTAL HENKEL,,17143,13644,"-20,41%",17143,13644,"-20,41%",1340,1976,"47,48%",1781,806,"-54,73%",2541,863,"-66,05%",2237,644,"-71,22%",443,1130,"155,18%",754,1010,"33,86%",1462,924,"-36,79%",1129,2001,"77,22%",1812,756,"-58,30%",1442,1216,"-15,66%",580,1094,"88,65%",1620,1224,"-24,49%"
20nzh,BRICOMARCHE - B380,35610,PLEINE FOUGERES,478,,TOTAL HENKEL Indirect,17143,13644,"-20,41%",17143,13644,"-20,41%",1340,1976,"47,48%",1781,806,"-54,73%",2541,863,"-66,05%",2237,644,"-71,22%",443,1130,"155,18%",754,1010,"33,86%",1462,924,"-36,79%",1129,2001,"77,22%",1812,756,"-58,30%",1442,1216,"-15,66%",580,1094,"88,65%",1620,1224,"-24,49%"
20nzh,BRICOMARCHE - B380,35610,PLEINE FOUGERES,478,,-    MASTICS,6131,4998,"-18,48%",6131,4998,"-18,48%",579,732,"26,55%",1140,219,"-80,80%",862,421,"-51,16%",1059,186,"-82,48%",181,392,"117,07%",228,323,"41,74%",793,201,"-74,68%",347,938,"170,42%",237,274,"15,75%",483,509,"5,45%",185,396,"114,14%",39,408,"936,59%"
20nzh,BRICOMARCHE - B380,35610,PLEINE FOUGERES,478,,-    COLLES DE FIXATION,3894,2429,,3894,2429,"-37,63%",480,298,"-37,97%",138,186,"34,66%",819,103,"-87,42%",113,138,"21,97%",69,89,"28,12%",138,392,"183,61%",107,279,"161,24%",504,249,"-50,51%",404,171,"-57,59%",238,161,"-32,31%",170,363,"114,27%",715,,
20nzh,BRICOMARCHE - B380,35610,PLEINE FOUGERES,478,,-    COLLES INSTANTANÉES,1025,868,,1025,868,"-15,25%",,533,,,,,,,,295,,,86,,,,,,36,,,,,,195,59,"-69,64%",,,,75,72,"-4,63%",339,205,"-39,48%"
20nzh,BRICOMARCHE - B380,35610,PLEINE FOUGERES,478,,-    COLLES BOIS - CONTACT,436,585,,436,585,"34,28%",,28,,,82,,89,31,"-65,09%",68,32,"-52,39%",29,86,"196,47%",,54,,,39,,32,41,"28,17%",107,,,,54,,70,,,40,138,"241,69%"
20nzh,BRICOMARCHE - B380,35610,PLEINE FOUGERES,478,,-    COLLES MULTI-USAGES - EPOXY - SPECIALITE,346,439,,346,439,"27,09%",,55,,,,,61,,,,128,,,56,,64,,,,,,,,,77,63,"-18,12%",16,53,"230,83%",,,,128,85,"-32,99%"
20nzh,BRICOMARCHE - B380,35610,PLEINE FOUGERES,478,,-    ADHÉSIFS,758,510,,758,510,"-32,78%",112,17,"-84,57%",103,48,"-53,01%",65,,,,,,,185,,84,67,"-20,54%",111,30,"-73,36%",,52,,97,52,"-46,27%",90,19,"-79,31%",,,,96,40,"-58,04%"
20nzh,BRICOMARCHE - B380,35610,PLEINE FOUGERES,478,,-    ABSORBEURS D'HUMIDITÉ,1338,1644,,1338,1644,"22,83%",39,,,,111,,85,114,"34,46%",82,127,"55,04%",41,,,,126,,88,129,"46,60%",61,583,"859,73%",468,107,"-77,18%",379,226,"-40,40%",48,71,"47,58%",47,50,"6,01%"
20nzh,BRICOMARCHE - B380,35610,PLEINE FOUGERES,478,,-    MOUSSES EXPANSIVES,408,379,,408,379,"-7,11%",,248,,167,,,,,,,,,,,,,,,118,,,,,,,,,,131,,,,,124,,
20nzh,BRICOMARCHE - B380,35610,PLEINE FOUGERES,478,,-    RENO DECO,2237,1523,,2237,1523,"-31,90%",131,67,"-49,09%",233,159,"-31,65%",444,193,"-56,45%",357,33,"-90,78%",37,259,"593,78%",240,49,"-79,75%",210,108,"-48,42%",127,137,"7,97%",227,29,"-87,06%",105,,,32,192,"494,76%",93,297,"220,06%"
20nzh,BRICOMARCHE - B380,35610,PLEINE FOUGERES,478,,-    AUTRES,570,268,,570,268,"-52,93%",,,,,,,116,,,264,,,,65,,,,,,139,,58,,,,,,132,65,-51%,,,,,,
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,TOTAL HENKEL,,38796,30730,"-20,79%",38796,30730,"-20,79%",4565,4234,"-7,24%",5645,1614,"-71,40%",5582,2992,"-46,41%",3780,2101,"-44,41%",1365,2100,"53,85%",1206,1982,"64,35%",2157,2244,"4,02%",5552,3684,"-33,66%",2336,2393,"2,47%",2024,2017,"-0,32%",2719,3789,"39,33%",1865,1580,"-15,26%"
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,TOTAL HENKEL Direct,4118,1995,,4118,1995,"-51,55%",,1995,,,,,,,,,,,,,,,,,,,,4118,,,,,,,,,,,,,,
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,TOTAL HENKEL Indirect,34677,28735,"-17,14%",34677,28735,"-17,14%",4565,2239,"-50,95%",5645,1614,"-71,40%",5582,2992,"-46,41%",3780,2101,"-44,41%",1365,2100,"53,85%",1206,1982,"64,35%",2157,2244,"4,02%",1434,3684,"156,89%",2336,2393,"2,47%",2024,2017,"-0,32%",2719,3789,"39,33%",1865,1580,"-15,26%"
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,-    MASTICS,13363,11227,"-15,98%",13363,11227,"-15,98%",1161,1557,"34,05%",1576,555,"-64,75%",2506,1140,"-54,53%",1567,1009,"-35,60%",399,714,"78,82%",302,641,"111,88%",771,785,"1,89%",2366,1597,"-32,50%",880,412,"-53,14%",608,808,"32,95%",689,1378,"99,90%",537,631,"17,44%"
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,-    COLLES DE FIXATION,7823,5694,"-27,21%",7823,5694,"-27,21%",990,1260,"27,21%",1100,244,"-77,78%",771,488,"-36,77%",596,56,"-90,58%",327,558,"70,91%",73,393,"440,26%",523,165,"-68,53%",2102,725,"-65,49%",322,421,"30,68%",37,154,"314,89%",737,932,"26,47%",245,298,"21,69%"
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,-    COLLES INSTANTANÉES,2893,2556,,2893,2556,"-11,63%",794,576,"-27,53%",690,,,241,198,"-17,78%",71,595,"737,33%",55,157,"187,03%",96,125,"30,70%",161,40,-75%,202,147,"-27,33%",312,414,"32,96%",101,115,"13,54%",135,190,"40,96%",36,,
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,-    COLLES BOIS - CONTACT,1841,1455,"-20,98%",1841,1455,"-20,98%",167,303,"81,17%",339,118,"-65,22%",229,141,"-38,59%",203,96,"-52,86%",97,82,"-14,95%",124,134,"7,82%",119,148,"24,92%",137,234,"70,50%",136,21,"-84,24%",83,117,"40,94%",121,41,"-66,06%",86,20,"-77,11%"
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,-    COLLES MULTI-USAGES - EPOXY - SPECIALITE,1280,987,,1280,987,"-22,90%",204,90,"-55,87%",317,114,"-63,99%",61,150,"146,16%",103,,,49,62,"26,52%",148,194,"31,39%",27,74,"169,21%",58,77,"33,13%",159,56,"-65,08%",52,69,"32,33%",100,,,,100,
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,-    ADHÉSIFS,2174,1192,,2174,1192,"-45,15%",375,,,239,131,"-45,23%",231,130,"-43,76%",180,48,"-73,17%",106,51,"-51,78%",87,40,"-53,52%",263,177,"-32,86%",326,234,"-28,21%",119,,,37,33,"-10,05%",85,160,"88,26%",124,187,"50,53%"
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,-    ABSORBEURS D'HUMIDITÉ,3443,3519,,3443,3519,"2,22%",466,47,"-89,87%",420,276,"-34,21%",401,24,"-93,94%",94,111,"18,80%",,85,,92,145,"57,58%",,467,,83,290,"250,30%",122,790,"549,93%",849,384,"-54,78%",475,900,"89,32%",441,,
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,-    MOUSSES EXPANSIVES,242,263,,242,263,"8,79%",,,,,,,,131,,,,,,,,,131,,118,,,,,,,,,,,,,,,124,,
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,-    RENO DECO,4197,2311,"-44,94%",4197,2311,"-44,94%",406,241,"-40,57%",803,175,"-78,19%",864,404,"-53,27%",701,47,"-93,36%",102,263,"156,87%",284,178,"-37,42%",117,151,"28,84%",129,300,"133,36%",228,93,"-59,21%",215,160,"-25,49%",202,188,"-7,23%",145,111,"-23,27%"
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,-    REVÊTEMENTS - COLLES SOLS,492,622,,492,622,"26,38%",,118,,80,,,160,47,"-70,99%",,,,,,,,,,,172,,40,79,"97,56%",,47,,42,113,"167,52%",42,,,127,47,"-63,34%"
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,-    AUTRES,858,813,,858,813,"-5,20%",,,,,,,116,139,"19,63%",264,139,"-47,27%",230,128,"-44,32%",,,,58,65,"11,16%",,,,58,139,"139,26%",,65,,132,,,,139,
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,-    COLLES DE PAPETERIE,81,90,,81,90,"11,24%",,43,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,
20pbh,BRICOMARCHE - B392,50000,SAINT LO,478,,-    COLLES - RACCORD PLOMBERIE,110,,,110,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,TOTAL HENKEL,,27709,27113,"-2,15%",27709,27113,"-2,15%",2774,1541,"-44,45%",2860,1986,"-30,57%",3179,2121,"-33,28%",4445,1351,"-69,61%",1156,2538,"119,54%",1678,1940,"15,60%",1611,1391,"-13,66%",2444,3619,"48,10%",2041,2422,"18,65%",1966,4846,"146,42%",2406,2325,"-3,38%",1147,1033,"-9,92%"
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,TOTAL HENKEL Direct,440,2484,,440,2484,"464,94%",,,,,,,440,,,,,,,,,,,,,,,,,,,,,,2484,,,,,,,
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,TOTAL HENKEL Indirect,27269,24629,"-9,68%",27269,24629,"-9,68%",2774,1541,"-44,45%",2860,1986,"-30,57%",2740,2121,"-22,57%",4445,1351,"-69,61%",1156,2538,"119,54%",1678,1940,"15,60%",1611,1391,"-13,66%",2444,3619,"48,10%",2041,2422,"18,65%",1966,2361,"20,07%",2406,2325,"-3,38%",1147,1033,"-9,92%"
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,-    MASTICS,12033,9838,"-18,25%",12033,9838,"-18,25%",1414,584,"-58,68%",1257,793,"-36,88%",1442,906,"-37,20%",1655,856,"-48,29%",498,1012,"103,24%",542,742,"36,88%",525,688,"30,98%",1394,1150,"-17,53%",902,686,"-24,02%",1080,1146,"6,11%",994,943,"-5,10%",330,332,"0,76%"
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,-    COLLES DE FIXATION,5493,5194,"-5,45%",5493,5194,"-5,45%",442,571,"29,14%",730,559,"-23,44%",615,407,"-33,87%",1051,180,"-82,89%",77,626,"712,44%",425,228,"-46,26%",453,201,"-55,65%",404,738,"82,81%",134,645,"380,53%",300,303,"1,06%",635,445,"-29,84%",227,291,"28,22%"
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,-    COLLES INSTANTANÉES,1579,1245,,1579,1245,"-21,13%",79,29,"-62,80%",68,343,"406,56%",440,106,"-75,88%",294,,,,176,,113,213,"89,02%",34,38,"13,48%",104,,,81,72,"-11,16%",,97,,367,77,"-79,12%",,94,
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,-    COLLES BOIS - CONTACT,981,809,,981,809,"-17,56%",36,70,"95,13%",267,20,"-92,64%",58,39,"-32,47%",58,20,"-66,32%",111,137,"24,19%",63,116,"83,48%",94,63,"-33,10%",126,,,34,52,"53,18%",,187,,114,,,21,105,"399,15%"
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,-    COLLES MULTI-USAGES - EPOXY - SPECIALITE,893,893,,893,893,"-0,10%",29,47,"62,76%",214,,,129,67,"-47,81%",152,85,"-44,44%",15,107,"607,14%",,143,,173,,,30,297,"873,43%",,62,,29,29,"1,24%",68,,,55,56,"2,20%"
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,-    ADHÉSIFS,672,969,,672,969,"44,05%",31,34,"9,54%",141,52,-63%,,117,,33,19,"-42,65%",16,55,"236,03%",61,108,"76,67%",,135,,45,67,"47,02%",77,59,"-23,68%",72,59,"-17,23%",74,264,"255,96%",122,,
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,-    ABSORBEURS D'HUMIDITÉ,2516,5326,,2516,5326,"111,69%",117,205,"75,23%",,100,,,,,388,,,41,,,217,194,"-10,75%",235,48,"-79,61%",143,746,"422,05%",602,735,"22,20%",292,2924,"901,21%",156,248,"59,67%",327,127,"-61,04%"
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,-    MOUSSES EXPANSIVES,950,1028,,950,1028,"8,26%",237,,,,,,,314,,235,,,118,131,"11,73%",83,86,"3,45%",79,96,"21,52%",198,131,"-33,48%",,,,,,,,269,,,,
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,-    RENO DECO,1368,763,,1368,763,"-44,21%",151,,,184,54,"-70,48%",380,27,"-92,81%",314,99,"-68,46%",141,155,"9,29%",43,111,"160,70%",19,,,,169,,51,,,20,100,"408,04%",,21,,66,27,"-58,61%"
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,-    REVÊTEMENTS - COLLES SOLS,145,310,,145,310,"114,56%",,,,,,,,,,,93,,,,,,,,,57,,,56,,102,47,"-54,48%",42,,,,57,,,,
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,-    AUTRES,1038,739,,1038,739,"-28,82%",238,,,,65,,116,139,"19,63%",264,,,98,139,"41,22%",132,,,,65,,,267,,58,65,"11,16%",132,,,,,,,,
20pbs,BRICOMARCHE - B330,50500,CARENTAN,478,,-    COLLES DE PAPETERIE,41,,,41,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,
20pbt,BRICOMARCHE - B377,50600,PARIGNY,478,TOTAL HENKEL,,32776,25431,"-22,41%",32776,25431,"-22,41%",3184,2241,"-29,61%",4237,2003,"-52,74%",4176,3210,"-23,13%",4321,1613,"-62,68%",1408,2127,"51,10%",1664,1853,"11,34%",2136,3719,"74,14%",1863,1870,"0,34%",2392,2262,"-5,43%",2818,1372,"-51,30%",2179,1888,"-13,37%",2397,1274,"-46,83%"
20pbt,BRICOMARCHE - B377,50600,PARIGNY,478,,TOTAL HENKEL Indirect,32776,25431,"-22,41%",32776,25431,"-22,41%",3184,2241,"-29,61%",4237,2003,"-52,74%",4176,3210,"-23,13%",4321,1613,"-62,68%",1408,2127,"51,10%",1664,1853,"11,34%",2136,3719,"74,14%",1863,1870,"0,34%",2392,2262,"-5,43%",2818,1372,"-51,30%",2179,1888,"-13,37%",2397,1274,"-46,83%"
20pbt,BRICOMARCHE - B377,50600,PARIGNY,478,,-    MASTICS,11964,9781,"-18,24%",11964,9781,"-18,24%",1529,466,"-69,49%",1357,721,"-46,85%",678,1281,"89,04%",1836,742,"-59,58%",532,823,"54,71%",929,1064,"14,60%",957,1430,"49,45%",822,666,"-18,91%",947,1056,"11,55%",994,468,"-52,92%",576,844,"46,48%",808,219,"-72,89%"
20pbt,BRICOMARCHE - B377,50600,PARIGNY,478,,-    COLLES DE FIXATION,8236,6472,"-21,42%",8236,6472,"-21,42%",717,1171,"63,28%",1112,238,"-78,61%",2129,1071,"-49,67%",1171,210,"-82,04%",209,584,"179,78%",86,406,"370,93%",351,923,"163,30%",399,318,"-20,51%",678,452,"-33,34%",492,249,"-49,34%",636,377,"-40,66%",255,471,"84,70%"
20pbt,BRICOMARCHE - B377,50600,PARIGNY,478,,-    COLLES INSTANTANÉES,2104,615,,2104,615,"-70,79%",136,-189,,300,76,"-74,76%",257,59,"-76,94%",71,,,,85,,135,132,"-2,57%",166,,,,81,,67,,,37,175,"367,31%",64,,,872,197,"-77,46%"
20pbt,BRICOMARCHE - B377,50600,PARIGNY,478,,-    COLLES BOIS - CONTACT,890,1080,,890,1080,"21,32%",121,67,"-44,78%",40,98,"145,36%",64,211,"227,80%",126,39,"-69,09%",76,115,"50,04%",131,41,"-68,46%",29,132,"352,77%",47,159,"234,51%",104,,,89,54,"-39,73%",62,59,"-4,58%",,106,
20pbt,BRICOMARCHE - B377,50600,PARIGNY,478,,-    COLLES MULTI-USAGES - EPOXY - SPECIALITE,752,608,,752,608,"-19,13%",29,115,"298,37%",160,90,"-43,83%",,,,,,,58,56,"-4,34%",,35,,113,159,"40,70%",49,59,"18,98%",,,,103,33,"-67,41%",118,29,"-75,15%",122,32,"-73,75%"
20pbt,BRICOMARCHE - B377,50600,PARIGNY,478,,-    ADHÉSIFS,922,978,,922,978,"6,03%",,,,110,119,"8,21%",242,154,"-36,21%",103,81,"-21,87%",152,160,"4,78%",16,43,"163,97%",19,149,"692,01%",52,22,"-58,19%",113,82,"-27,77%",57,93,"62,94%",27,22,"-21,10%",31,55,"79,22%"
20pbt,BRICOMARCHE - B377,50600,PARIGNY,478,,-    ABSORBEURS D'HUMIDITÉ,2083,1510,,2083,1510,"-27,49%",162,,,303,233,"-23,10%",121,31,"-74,80%",,121,,46,71,"56,08%",,,,,156,,124,178,"43,83%",113,479,"325,58%",666,192,"-71,11%",327,50,"-84,79%",221,,
20pbt,BRICOMARCHE - B377,50600,PARIGNY,478,,-    MOUSSES EXPANSIVES,554,131,,554,131,"-76,27%",,,,,,,235,,,,,,,,,201,131,"-34,63%",,,,,,,118,,,,,,,,,,,
20pbt,BRICOMARCHE - B377,50600,PARIGNY,478,,-    RENO DECO,4203,3470,,4203,3470,"-17,43%",491,437,"-10,90%",524,371,"-29,32%",450,283,"-37,26%",666,373,"-44,03%",334,234,"-30,04%",166,,,191,576,"201,55%",370,388,"4,75%",172,,,381,108,"-71,56%",369,507,"37,32%",88,195,"121,79%"
20pbt,BRICOMARCHE - B377,50600,PARIGNY,478,,-    REVÊTEMENTS - COLLES SOLS,294,258,,294,258,"-12,32%",,42,,94,57,"-38,77%",,56,,,47,,,,,,,,120,56,"-53,57%",,,,80,,,,,,,,,,,
20pbt,BRICOMARCHE - B377,50600,PARIGNY,478,,-    AUTRES,774,528,,774,528,"-31,83%",,132,,238,,,,65,,347,,,,,,,,,190,139,"-26,80%",,,,,193,,,,,,,,,,
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,TOTAL HENKEL,,41628,36000,"-13,52%",41628,36000,"-13,52%",7089,3632,"-48,77%",3742,2382,"-36,33%",5514,2074,"-62,39%",4632,2621,"-43,42%",3022,4023,"33,12%",1782,3027,"69,84%",2287,3385,"48,01%",3245,3261,"0,50%",2658,3036,"14,21%",3726,3866,"3,76%",1943,3231,"66,28%",1987,1463,"-26,40%"
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,TOTAL HENKEL Indirect,39601,36000,"-9,09%",39601,36000,"-9,09%",6362,3632,"-42,91%",3742,2382,"-36,33%",5514,2074,"-62,39%",3331,2621,"-21,34%",3022,4023,"33,12%",1782,3027,"69,84%",2287,3385,"48,01%",3245,3261,"0,50%",2658,3036,"14,21%",3726,3866,"3,76%",1943,3231,"66,28%",1987,1463,"-26,40%"
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,-    MASTICS,12415,11062,"-10,90%",12415,11062,"-10,90%",2181,1346,"-38,30%",875,930,"6,23%",1226,747,"-39,03%",1353,962,"-28,89%",1258,1237,"-1,68%",435,634,"45,71%",789,1201,"52,27%",989,778,"-21,41%",971,974,"0,35%",1172,1209,"3,17%",612,780,"27,48%",553,263,"-52,40%"
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,-    COLLES DE FIXATION,10341,7308,"-29,33%",10341,7308,"-29,33%",1437,926,"-35,59%",1070,557,"-47,92%",2237,235,"-89,49%",570,771,"35,33%",905,851,"-6,03%",394,752,"90,89%",317,463,"45,76%",984,1034,"5,02%",473,242,"-48,78%",933,784,"-15,97%",511,377,"-26,29%",511,318,"-37,67%"
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,-    COLLES INSTANTANÉES,4632,2288,,4632,2288,"-50,60%",1081,212,"-80,42%",517,,,328,187,"-42,89%",1300,104,"-91,99%",115,262,"128,11%",60,404,"569,92%",245,106,"-56,71%",165,292,"77,35%",314,142,"-54,68%",37,309,"726,28%",335,208,"-38,03%",135,62,"-53,87%"
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,-    COLLES BOIS - CONTACT,2519,2195,"-12,86%",2519,2195,"-12,86%",200,150,"-24,76%",372,185,"-50,18%",279,121,"-56,53%",283,311,"9,76%",104,201,"92,99%",263,276,"4,79%",118,198,"68,52%",290,93,"-68,04%",158,234,"47,97%",214,141,"-34,28%",53,115,"115,09%",183,169,"-7,69%"
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,-    COLLES MULTI-USAGES - EPOXY - SPECIALITE,1996,1862,,1996,1862,"-6,70%",451,184,"-59,30%",176,72,"-58,81%",376,129,"-65,70%",170,127,"-25,18%",16,460,"2748,33%",58,159,"173,55%",171,220,"28,42%",295,91,"-69,22%",58,56,"-3,54%",97,223,"130,45%",,33,,129,109,"-15,50%"
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,-    ADHÉSIFS,2528,3236,28%,2528,3236,28%,162,311,"92,14%",149,196,"32,19%",604,149,"-75,35%",351,202,"-42,52%",110,295,"168,72%",167,255,"52,48%",139,495,"256,67%",199,271,"36,11%",299,293,"-2,20%",122,272,"122,80%",17,384,"2132,75%",208,111,"-46,55%"
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,-    ABSORBEURS D'HUMIDITÉ,3383,4503,,3383,4503,"33,13%",970,287,"-70,43%",,232,,350,204,"-41,63%",,50,,,204,,196,285,"45,40%",245,247,"0,97%",83,350,"322,67%",134,640,"376,79%",967,710,"-26,59%",283,1023,"261,77%",155,271,"74,67%"
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,-    MOUSSES EXPANSIVES,,172,,,172,,,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,-    RENO DECO,1235,1024,,1235,1024,"-17,06%",,89,,204,144,"-29,19%",,98,,259,,,245,216,"-11,93%",19,59,"217,97%",,33,,182,21,"-88,28%",194,158,"-18,14%",20,153,"680,45%",,33,,113,19,"-83,45%"
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,-    REVÊTEMENTS - COLLES SOLS,480,732,,480,732,"52,65%",368,127,"-65,49%",,,,,,,,93,,112,93,"-16,63%",,,,,47,,,,,,93,,,,,,140,,,140,
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,-    AUTRES,1977,1617,,1977,1617,"-18,18%",238,,,380,65,-83%,116,204,"75,21%",264,,,156,204,"30,06%",190,204,"7,21%",264,204,"-22,77%",58,332,"471,07%",58,204,"250,41%",121,65,"-46,84%",132,139,"5,46%",,,
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,TOTAL HENKEL Direct,2028,,,2028,,,727,,,,,,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,,,
20pbu,BRICOMARCHE - B338,50200,COUTANCES,478,,-    COLLES DE PAPETERIE,124,,,124,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,43,,,,,,,,
20phd,BRICOMARCHE - B063,56380,GUER,478,TOTAL HENKEL,,24988,23625,"-5,45%",24988,23625,"-5,45%",2147,1320,"-38,53%",2870,3363,"17,16%",4409,2635,"-40,23%",2934,1684,"-42,60%",2085,1487,"-28,68%",1112,2161,"94,25%",1336,1978,"48,08%",1414,2465,"74,28%",1339,1018,"-23,99%",1493,1199,"-19,67%",1727,2630,"52,30%",2121,1685,"-20,55%"
20phd,BRICOMARCHE - B063,56380,GUER,478,,TOTAL HENKEL Indirect,24988,23625,"-5,45%",24988,23625,"-5,45%",2147,1320,"-38,53%",2870,3363,"17,16%",4409,2635,"-40,23%",2934,1684,"-42,60%",2085,1487,"-28,68%",1112,2161,"94,25%",1336,1978,"48,08%",1414,2465,"74,28%",1339,1018,"-23,99%",1493,1199,"-19,67%",1727,2630,"52,30%",2121,1685,"-20,55%"
