Code du Point de Vente,Raison Sociale,Code Postal,Ville,Code Chef de Secteur Henkel,"Total
Famille",Famille,"Total
annuel
2022","Total
annuel
2023","Total
annuel
Evol","Total
YTD
2022","Total
YTD
2023","Total
YTD
Evol","Janvier
2022","Janvier
2023","Janvier
Evol","Février
2022","Février
2023","Février
Evol","Mars
2022","Mars
2023","Mars
Evol","Avril
2022","Avril
2023","Avril
Evol","Mai
2022","Mai
2023","Mai
Evol","Juin
2022","Juin
2023","Juin
Evol","Juillet
2022","Juillet
2023","Juillet
Evol","Août
2022","Août
2023","Août
Evol","Septembre
2022","Septembre
2023","Septembre
Evol","Octobre
2022","Octobre
2023","Octobre
Evol","Novembre
2022","Novembre
2023","Novembre
Evol","Décembre
2022","Décembre
2023","Décembre
Evol"
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,TOTAL HENKEL,,31576,25859,"-18,11%",31576,25859,"-18,11%",2614,3180,"21,66%",4593,2622,"-42,91%",3643,1122,"-69,19%",2410,1562,"-35,20%",2485,1431,"-42,39%",1581,975,"-38,34%",2262,2215,"-2,09%",1802,3136,"74,07%",3300,2177,"-34,02%",2505,2192,"-12,48%",2632,2029,"-22,89%",1751,3217,"83,75%"
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,,TOTAL HENKEL Indirect,31576,25859,"-18,11%",31576,25859,"-18,11%",2614,3180,"21,66%",4593,2622,"-42,91%",3643,1122,"-69,19%",2410,1562,"-35,20%",2485,1431,"-42,39%",1581,975,"-38,34%",2262,2215,"-2,09%",1802,3136,"74,07%",3300,2177,"-34,02%",2505,2192,"-12,48%",2632,2029,"-22,89%",1751,3217,"83,75%"
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,,-    MASTICS,13017,10715,"-17,68%",13017,10715,"-17,68%",897,1224,"36,42%",2019,1040,"-48,46%",1424,515,"-63,81%",746,781,"4,67%",1198,522,"-56,43%",339,397,"17,29%",948,862,"-9,01%",592,1551,"161,88%",1453,851,"-41,45%",1408,973,"-30,90%",1207,863,"-28,54%",786,1136,"44,60%"
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,,-    COLLES DE FIXATION,6057,4883,"-19,37%",6057,4883,"-19,37%",556,676,"21,49%",688,470,"-31,72%",563,161,"-71,31%",383,350,"-8,63%",396,231,"-41,51%",606,251,"-58,68%",695,339,"-51,18%",405,664,"63,71%",470,371,"-21,14%",672,265,"-60,67%",417,379,"-9,12%",204,727,"256,19%"
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,,-    COLLES INSTANTANÉES,2120,1835,,2120,1835,"-13,46%",,372,,385,254,"-33,96%",284,76,"-73,38%",192,40,"-78,95%",188,91,"-51,25%",87,125,"42,80%",75,119,"58,95%",71,40,"-43,43%",90,246,"172,84%",64,197,"209,06%",596,36,"-93,90%",88,237,"170,73%"
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,,-    COLLES BOIS - CONTACT,940,781,,940,781,"-16,93%",57,109,"92,48%",111,92,"-17,46%",190,41,"-78,31%",,,,101,61,"-40,33%",32,63,"97,20%",132,74,"-44,40%",151,87,"-42,32%",,,,64,111,"75,26%",102,,,,143,
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,,-    COLLES MULTI-USAGES - EPOXY - SPECIALITE,1016,1188,,1016,1188,"16,93%",53,52,"-1,14%",245,128,"-47,75%",,97,,176,,,81,59,"-27,18%",92,56,"-39,48%",52,255,"392,58%",98,72,"-26,10%",143,212,"48,37%",32,56,"73,51%",,63,,46,139,"204,88%"
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,,-    ADHÉSIFS,1786,1021,"-42,81%",1786,1021,"-42,81%",167,82,"-51,10%",312,71,"-77,31%",89,81,"-9,48%",259,52,"-79,91%",109,85,"-22,71%",151,19,"-87,60%",196,152,"-22,56%",163,147,"-9,79%",45,100,"121,72%",155,78,"-49,74%",102,93,"-9,29%",37,63,"70,18%"
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,,-    ABSORBEURS D'HUMIDITÉ,2970,2801,,2970,2801,"-5,70%",82,504,"517,76%",462,329,"-28,77%",694,,,290,,,152,121,"-20,48%",61,24,"-59,96%",41,49,"18,41%",81,454,"463,56%",789,74,"-90,62%",72,420,"480,66%",53,254,"378,71%",194,573,"195,70%"
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,,-    MOUSSES EXPANSIVES,768,526,,768,526,"-31,59%",167,,,,,,,,,235,131,"-44,13%",,,,,,,,131,,118,,,,,,,,,124,263,112%,125,,
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,,-    RENO DECO,1827,1174,"-35,72%",1827,1174,"-35,72%",531,54,"-89,83%",371,238,"-35,92%",135,150,"11,20%",129,68,"-47,12%",129,142,"10,15%",104,40,"-61,49%",83,37,"-54,76%",71,57,"-20,28%",118,72,"-39,42%",38,94,"147,48%",30,79,"159,28%",88,144,"64,36%"
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,,-    REVÊTEMENTS - COLLES SOLS,156,389,,156,389,"149,97%",,108,,,,,,,,,,,,56,,50,,,,57,,52,,,,112,,,,,,,,53,56,"4,96%"
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,,-    AUTRES,880,546,,880,546,"-37,96%",105,,,,,,264,,,,139,,132,65,-51%,58,,,,139,,,65,,190,139,"-26,80%",,,,,,,132,,
20nh6,BRICOMARCHE - B067,22110,ROSTRENEN,443,,-    COLLES DE PAPETERIE,41,,,41,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,TOTAL HENKEL,,56703,49939,"-11,93%",56703,49939,"-11,93%",8451,5294,"-37,36%",7429,3861,"-48,03%",11141,5554,"-50,15%",4831,2730,"-43,48%",2406,3997,"66,17%",2467,2846,"15,36%",4027,4539,"12,70%",3174,6339,"99,73%",1796,2967,"65,17%",4288,4547,"6,05%",4151,3306,"-20,37%",2542,3959,"55,78%"
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,TOTAL HENKEL Direct,7083,5807,,7083,5807,"-18,02%",3081,2038,"-33,84%",203,537,"165,06%",3850,2792,"-27,48%",,,,,,,-50,,,,,,,,,,,,,,,,,,,439,
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,TOTAL HENKEL Indirect,49620,44133,"-11,06%",49620,44133,"-11,06%",5371,3256,"-39,38%",7227,3324,-54%,7291,2761,"-62,13%",4831,2730,"-43,48%",2406,3997,"66,17%",2517,2846,"13,07%",4027,4539,"12,70%",3174,6339,"99,73%",1796,2967,"65,17%",4288,4547,"6,05%",4151,3306,"-20,37%",2542,3520,"38,50%"
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,-    MASTICS,23310,21643,"-7,15%",23310,21643,"-7,15%",3649,3132,"-14,16%",1914,1639,"-14,37%",5388,2725,"-49,43%",1478,1451,"-1,87%",889,1212,"36,28%",1280,1368,"6,91%",2145,1770,"-17,50%",1669,3011,"80,46%",723,835,"15,56%",1725,1595,"-7,53%",1451,1619,"11,56%",999,1286,"28,80%"
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,-    COLLES DE FIXATION,9738,7022,"-27,89%",9738,7022,"-27,89%",2143,1032,"-51,83%",2105,60,"-97,15%",2566,700,"-72,72%",315,316,"0,45%",412,1031,"150,25%",121,548,"352,84%",104,660,"532,92%",338,433,"27,91%",109,521,"377,36%",870,526,"-39,58%",395,562,"42,07%",259,634,"144,62%"
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,-    COLLES INSTANTANÉES,3892,3321,,3892,3321,"-14,67%",316,41,"-87,03%",966,790,"-18,21%",294,103,"-64,87%",109,252,"130,99%",205,387,"88,65%",264,190,"-28,09%",553,599,"8,24%",60,397,"558,96%",242,,,159,234,"47,20%",456,177,"-61,18%",268,151,"-43,62%"
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,-    COLLES BOIS - CONTACT,2057,1846,,2057,1846,"-10,26%",196,85,"-56,72%",162,186,"14,84%",203,243,"19,66%",328,154,"-53,11%",123,266,"115,22%",158,152,"-3,68%",284,107,"-62,33%",197,186,"-5,34%",,101,,151,270,"78,58%",96,65,"-32,37%",159,32,"-79,64%"
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,-    COLLES MULTI-USAGES - EPOXY - SPECIALITE,2264,1469,,2264,1469,"-35,14%",467,52,"-88,87%",236,103,"-56,29%",330,184,"-44,11%",318,62,"-80,39%",254,242,"-4,98%",27,56,"102,18%",107,234,"118,21%",159,252,"59,08%",146,111,"-23,78%",52,,,113,109,"-3,62%",55,63,"15,16%"
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,-    ADHÉSIFS,2655,2265,"-14,69%",2655,2265,"-14,69%",954,96,"-89,98%",115,241,"109,48%",239,120,"-49,82%",360,74,"-79,57%",91,277,"205,83%",155,204,"31,85%",78,201,"157,58%",171,274,"60,42%",16,306,"1775,74%",265,240,"-9,52%",194,126,"-35,10%",17,107,"520,56%"
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,-    ABSORBEURS D'HUMIDITÉ,3683,4970,,3683,4970,"34,94%",,95,,466,224,"-52,03%",621,328,"-47,09%",166,,,62,231,"274,61%",229,24,"-89,36%",81,193,"139,24%",274,1029,"275,92%",92,549,"497,03%",677,915,"35,03%",815,146,"-82,09%",202,1237,"512,56%"
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,-    MOUSSES EXPANSIVES,2144,1175,,2144,1175,"-45,20%",235,124,"-47,30%",235,131,"-44,13%",,,,1191,131,"-88,97%",,,,118,,,,263,,118,131,"11,73%",,131,,,,,124,131,6%,124,131,6%
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,-    RENO DECO,4361,3754,"-13,92%",4361,3754,"-13,92%",285,308,"7,93%",875,422,"-51,78%",412,317,-23%,565,197,"-65,17%",370,306,"-17,10%",116,304,"161,69%",347,291,"-16,10%",189,347,"83,21%",279,226,"-18,91%",314,491,"56,31%",150,307,"104,52%",459,239,"-48,04%"
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,-    REVÊTEMENTS - COLLES SOLS,285,1186,,285,1186,"315,92%",129,330,"154,49%",,,,,79,,,93,,,47,,,,,80,93,"16,05%",,140,,,186,,76,140,"84,91%",,,,,79,
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,-    AUTRES,2194,1289,,2194,1289,"-41,26%",,,,354,65,"-81,78%",1089,754,"-30,77%",,,,,,,,,,247,128,"-48,10%",,139,,190,,,,139,,315,65,"-79,47%",,,
20nh9,BRICOMARCHE - B004,22500,PAIMPOL,443,,-    COLLES DE PAPETERIE,120,,,120,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,TOTAL HENKEL,,57814,49095,"-15,08%",57814,49095,"-15,08%",7476,7619,"1,91%",6320,4018,"-36,42%",9745,7123,"-26,91%",4126,2490,"-39,64%",2393,3059,"27,82%",2361,2519,"6,71%",2423,3287,"35,70%",3424,5393,"57,52%",2941,2711,"-7,81%",6415,4453,"-30,58%",7505,4052,"-46,01%",2685,2370,"-11,71%"
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,TOTAL HENKEL Direct,12871,9649,,12871,9649,"-25,03%",2603,4040,"55,21%",1616,1641,"1,52%",5003,4305,"-13,95%",,-434,,-121,,,700,-199,,-9,,,,,,270,-201,,,305,,3409,,,-600,192,
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,TOTAL HENKEL Indirect,44943,39446,"-12,23%",44943,39446,"-12,23%",4873,3579,"-26,56%",4704,2377,"-49,46%",4742,2817,"-40,59%",4126,2924,"-29,12%",2514,3059,"21,65%",1661,2718,"63,64%",2431,3287,"35,21%",3424,5393,"57,52%",2671,2912,"9,01%",6415,4148,"-35,34%",4097,4052,"-1,09%",3284,2179,"-33,66%"
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,-    MASTICS,22443,20676,"-7,87%",22443,20676,"-7,87%",2444,3396,"38,95%",2416,1620,"-32,93%",4363,3023,"-30,70%",1769,1266,"-28,44%",796,967,"21,42%",604,876,"45,17%",1107,1404,"26,89%",1239,1976,"59,55%",1027,1196,"16,48%",3730,2092,"-43,92%",1497,1750,"16,88%",1452,1110,"-23,61%"
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,-    COLLES DE FIXATION,9747,8527,"-12,52%",9747,8527,"-12,52%",1785,1710,"-4,21%",861,310,"-64,02%",1808,1682,"-6,94%",1205,562,"-53,33%",474,710,"49,67%",206,290,"40,94%",190,629,"230,73%",568,748,"31,69%",501,664,"32,52%",837,478,"-42,89%",594,675,"13,73%",718,68,"-90,51%"
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,-    COLLES INSTANTANÉES,4403,2673,"-39,30%",4403,2673,"-39,30%",146,193,"32,45%",1306,1233,"-5,58%",416,59,"-85,72%",363,76,"-79,15%",33,59,"80,97%",150,289,"92,18%",311,189,"-39,21%",218,168,"-22,91%",259,78,"-69,97%",361,87,"-75,99%",738,103,"-85,99%",102,138,"35,74%"
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,-    COLLES BOIS - CONTACT,1816,1361,"-25,07%",1816,1361,"-25,07%",234,67,"-71,48%",104,105,"1,33%",400,71,"-82,13%",126,165,"30,63%",194,186,"-4,06%",52,144,"176,09%",110,61,"-44,81%",92,154,"67,10%",88,103,"17,80%",87,154,"75,77%",149,41,"-72,42%",180,110,"-39,01%"
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,-    COLLES MULTI-USAGES - EPOXY - SPECIALITE,2041,1663,,2041,1663,"-18,50%",343,107,"-68,92%",601,87,"-85,61%",116,151,"30,01%",,128,,169,236,"39,86%",27,139,"405,46%",114,190,"67,48%",227,116,"-49,03%",92,25,"-72,45%",139,230,"65,66%",213,234,"9,74%",,22,
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,-    ADHÉSIFS,2472,2282,"-7,69%",2472,2282,"-7,69%",155,143,"-7,79%",82,100,"22,01%",852,111,"-86,94%",266,297,"11,58%",111,310,"178,32%",142,92,"-35,16%",169,59,"-65,19%",123,288,"135,05%",74,130,"75,04%",113,283,"150,35%",287,170,"-40,91%",96,299,"211,32%"
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,-    ABSORBEURS D'HUMIDITÉ,5456,3755,,5456,3755,"-31,18%",770,585,"-24,05%",341,205,"-39,84%",303,,,,231,,84,,,191,344,"79,95%",185,331,"79,01%",,901,,279,260,"-6,80%",898,457,"-49,13%",3050,441,"-85,54%",-646,,
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,-    MOUSSES EXPANSIVES,1463,2010,,1463,2010,"37,46%",167,623,"273,38%",,131,,,86,,,,,83,218,"161,01%",,,,79,203,"156,36%",653,218,"-66,68%",79,,,90,86,"-4,52%",186,314,"68,45%",124,131,6%
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,-    RENO DECO,6038,4204,,6038,4204,"-30,37%",1119,743,"-33,62%",609,133,"-78,10%",663,962,"45,15%",396,-235,,166,239,"43,52%",908,266,"-70,70%",157,165,"5,11%",304,467,"53,75%",409,254,"-37,93%",107,588,"448,73%",672,268,"-60,18%",527,355,"-32,77%"
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,-    REVÊTEMENTS - COLLES SOLS,352,566,,352,566,"60,61%",,53,,,93,,,93,,,,,143,135,"-5,60%",80,79,"-1,22%",,56,,,,,,,,53,,,76,56,"-26,03%",,,
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,-    AUTRES,1501,1378,,1501,1378,"-8,17%",313,,,,,,825,883,"6,95%",,,,98,,,,0,,,,,,357,,132,,,,,,,,,132,139,"5,46%"
20nha,BRICOMARCHE - B069,22200,SAINT AGATHON,443,,-    COLLES DE PAPETERIE,83,,,83,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,43,,,,,
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,TOTAL HENKEL,,20964,20271,"-3,31%",20964,20271,"-3,31%",4457,2243,"-49,67%",2618,2392,"-8,62%",2065,1792,"-13,21%",1008,1354,"34,33%",1781,1749,"-1,82%",963,905,"-6,03%",1269,1354,"6,73%",1744,2468,"41,55%",924,1995,"116,04%",1928,1341,"-30,47%",1556,1110,"-28,67%",652,1567,"140,44%"
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,,TOTAL HENKEL Indirect,20964,20271,"-3,31%",20964,20271,"-3,31%",4457,2243,"-49,67%",2618,2392,"-8,62%",2065,1792,"-13,21%",1008,1354,"34,33%",1781,1749,"-1,82%",963,905,"-6,03%",1269,1354,"6,73%",1744,2468,"41,55%",924,1995,"116,04%",1928,1341,"-30,47%",1556,1110,"-28,67%",652,1567,"140,44%"
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,,-    MASTICS,7853,7200,"-8,32%",7853,7200,"-8,32%",1178,752,"-36,15%",912,796,"-12,72%",615,655,"6,50%",226,509,"125,32%",711,616,"-13,36%",229,356,"55,35%",617,705,"14,25%",1237,649,"-47,49%",512,960,"87,27%",535,481,"-10,07%",711,332,"-53,26%",369,388,"5,03%"
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,,-    COLLES DE FIXATION,4083,4586,"12,33%",4083,4586,"12,33%",789,943,"19,50%",278,241,"-13,32%",599,193,"-67,85%",678,340,"-49,93%",492,637,"29,46%",92,180,"96,20%",386,219,"-43,25%",86,668,"679,04%",75,554,"638,07%",246,209,"-14,89%",322,280,"-13,03%",40,122,"207,88%"
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,,-    COLLES INSTANTANÉES,1890,1966,,1890,1966,"4,05%",508,171,"-66,31%",351,617,"75,68%",363,199,"-45,08%",,47,,102,178,"75,41%",164,,,95,125,"31,69%",,108,,52,77,"46,33%",75,139,"84,66%",100,210,"110,31%",79,94,"19,82%"
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,,-    COLLES BOIS - CONTACT,387,694,,387,694,"79,24%",61,,,,105,,,28,,64,32,"-49,72%",29,,,29,80,"174,74%",,117,,26,127,"382,42%",104,,,73,92,"25,16%",,41,,,71,
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,,-    COLLES MULTI-USAGES - EPOXY - SPECIALITE,728,822,,728,822,"12,95%",29,,,,87,,99,,,,271,,187,72,"-61,54%",64,,,,,,77,93,"21,56%",89,131,"47,97%",16,53,"230,83%",168,33,"-80,04%",,81,
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,,-    ADHÉSIFS,1482,1029,,1482,1029,"-30,55%",565,102,"-81,91%",340,40,"-88,15%",38,160,"325,24%",,88,,71,40,"-43,42%",61,128,"110,53%",64,74,"14,79%",151,111,"-26,39%",16,59,"263,24%",108,92,"-15,51%",,33,,68,101,"49,78%"
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,,-    ABSORBEURS D'HUMIDITÉ,1753,1922,,1753,1922,"9,62%",393,176,"-55,14%",121,96,"-20,69%",,129,,,,,110,127,"16,27%",42,,,83,,,,580,,,158,,850,146,"-82,81%",124,48,"-61,34%",30,462,"1423,17%"
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,,-    MOUSSES EXPANSIVES,637,526,,637,526,"-17,51%",402,,,235,263,"11,73%",,,,,,,,,,,,,,,,,131,,,,,,,,,131,,,,
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,,-    RENO DECO,1386,831,,1386,831,"-40,06%",293,97,"-66,70%",380,147,"-61,24%",247,224,"-9,25%",40,67,"68,25%",81,79,"-2,66%",92,22,"-76,06%",24,49,"106,86%",167,,,24,57,"137,32%",25,27,"8,41%",,,,13,60,"377,72%"
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,,-    REVÊTEMENTS - COLLES SOLS,207,102,,207,102,"-50,59%",,,,,,,104,,,,,,,,,,,,,,,,,,50,,,,102,,,,,53,,
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,,-    AUTRES,560,546,,560,546,"-2,44%",238,,,,,,,204,,,,,,,,190,139,"-26,80%",,65,,,,,,,,,,,132,,,,139,
20nj2,BRICOMARCHE - B025,22140,BEGARD,443,,-    COLLES DE PAPETERIE,,48,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,
20npp,BRICOMARCHE - B050,29100,DOUARNENEZ,443,TOTAL HENKEL,,17543,14941,"-14,83%",17543,14941,"-14,83%",1072,2089,"94,89%",3411,877,"-74,30%",2526,495,"-80,41%",1434,1207,"-15,85%",1520,1584,"4,19%",1018,865,"-14,99%",801,849,"5,88%",1333,1941,"45,59%",1008,646,"-35,96%",665,2115,"217,92%",1480,809,"-45,31%",1274,1466,"15,02%"
20npp,BRICOMARCHE - B050,29100,DOUARNENEZ,443,,TOTAL HENKEL Indirect,17543,14941,"-14,83%",17543,14941,"-14,83%",1072,2089,"94,89%",3411,877,"-74,30%",2526,495,"-80,41%",1434,1207,"-15,85%",1520,1584,"4,19%",1018,865,"-14,99%",801,849,"5,88%",1333,1941,"45,59%",1008,646,"-35,96%",665,2115,"217,92%",1480,809,"-45,31%",1274,1466,"15,02%"
20npp,BRICOMARCHE - B050,29100,DOUARNENEZ,443,,-    MASTICS,7022,5669,"-19,26%",7022,5669,"-19,26%",562,924,"64,62%",1180,327,"-72,28%",776,100,"-87,06%",696,397,"-42,90%",846,480,"-43,32%",168,250,"49,12%",364,254,"-30,20%",418,647,"54,57%",726,463,"-36,19%",218,1242,"469,88%",391,300,"-23,46%",676,285,"-57,86%"
20npp,BRICOMARCHE - B050,29100,DOUARNENEZ,443,,-    COLLES DE FIXATION,3096,1915,,3096,1915,"-38,15%",266,502,"88,85%",555,42,"-92,43%",971,56,"-94,22%",245,,,151,130,"-13,82%",280,180,"-35,51%",,126,,189,197,"4,01%",,86,,,,,178,166,-7%,262,430,"64,12%"
20npp,BRICOMARCHE - B050,29100,DOUARNENEZ,443,,-    COLLES INSTANTANÉES,1314,1149,,1314,1149,"-12,54%",,212,,596,183,"-69,24%",,,,,86,,142,176,"23,99%",,100,,141,204,"44,80%",121,,,,,,101,189,"86,94%",213,,,,,
20npp,BRICOMARCHE - B050,29100,DOUARNENEZ,443,,-    COLLES BOIS - CONTACT,1006,449,,1006,449,"-55,34%",96,,,126,73,"-41,93%",249,,,175,61,"-65,47%",81,125,"53,28%",63,,,18,73,"302,30%",90,96,"5,84%",34,21,"-37,10%",52,,,19,,,,,
20npp,BRICOMARCHE - B050,29100,DOUARNENEZ,443,,-    COLLES MULTI-USAGES - EPOXY - SPECIALITE,615,843,,615,843,37%,29,50,"73,06%",,66,,103,,,,,,64,124,"92,44%",58,157,"169,94%",,72,,137,109,"-20,22%",49,,,52,172,"231,76%",,92,,122,,
20npp,BRICOMARCHE - B050,29100,DOUARNENEZ,443,,-    ADHÉSIFS,776,873,,776,873,"12,49%",87,95,"8,80%",50,93,"86,35%",70,19,"-73,33%",,97,,68,137,"102,36%",45,52,"14,83%",154,52,"-66,31%",80,52,"-34,76%",45,22,"-52,45%",81,19,"-76,89%",78,59,"-24,41%",17,177,"928,57%"
20npp,BRICOMARCHE - B050,29100,DOUARNENEZ,443,,-    ABSORBEURS D'HUMIDITÉ,1449,1597,,1449,1597,"10,22%",,119,,448,,,,221,,,,,92,24,"-73,57%",108,71,"-33,82%",,,,81,383,"375,04%",41,,,47,232,"391,49%",435,136,"-68,84%",197,410,"108,48%"
20npp,BRICOMARCHE - B050,29100,DOUARNENEZ,443,,-    RENO DECO,1597,1554,,1597,1554,"-2,69%",32,102,"218,44%",192,92,"-52,07%",356,98,"-72,48%",318,278,"-12,64%",75,230,"205,22%",56,55,"-1,42%",124,67,"-46,20%",166,254,"52,96%",113,54,"-52,43%",114,103,"-9,40%",50,57,"14,01%",,164,
20npp,BRICOMARCHE - B050,29100,DOUARNENEZ,443,,-    REVÊTEMENTS - COLLES SOLS,154,378,,154,378,"144,86%",,42,,,,,,,,,149,,,93,,50,,,,,,50,,,,,,,93,,53,,,,,
20npp,BRICOMARCHE - B050,29100,DOUARNENEZ,443,,-    AUTRES,515,472,,515,472,"-8,37%",,,,264,,,,,,,139,,,65,,190,,,,,,,204,,,,,,65,,61,,,,,
20npp,BRICOMARCHE - B050,29100,DOUARNENEZ,443,,-    COLLES DE PAPETERIE,,43,,,43,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20npr,BRICOMARCHE - B070,29300,MELLAC,443,TOTAL HENKEL,,18412,20077,"9,04%",18412,20077,"9,04%",2249,1621,"-27,91%",1728,1745,"0,95%",2670,1416,"-46,94%",2183,1500,"-31,28%",1338,1235,"-7,64%",636,1430,"124,89%",1221,1530,"25,35%",1816,2300,"26,62%",998,2475,"148,15%",2306,1327,"-42,45%",819,1797,"119,36%",450,1700,278%
20npr,BRICOMARCHE - B070,29300,MELLAC,443,,TOTAL HENKEL Indirect,18412,20077,"9,04%",18412,20077,"9,04%",2249,1621,"-27,91%",1728,1745,"0,95%",2670,1416,"-46,94%",2183,1500,"-31,28%",1338,1235,"-7,64%",636,1430,"124,89%",1221,1530,"25,35%",1816,2300,"26,62%",998,2475,"148,15%",2306,1327,"-42,45%",819,1797,"119,36%",450,1700,278%
20npr,BRICOMARCHE - B070,29300,MELLAC,443,,-    MASTICS,7244,6999,"-3,37%",7244,6999,"-3,37%",1177,548,"-53,48%",392,421,"7,40%",1348,615,"-54,39%",720,644,"-10,51%",699,364,"-47,98%",308,534,"73,11%",439,726,"65,23%",622,940,"51,17%",175,963,"449,93%",870,404,"-53,55%",329,362,"9,80%",163,478,"193,48%"
20npr,BRICOMARCHE - B070,29300,MELLAC,443,,-    COLLES DE FIXATION,2704,3900,,2704,3900,"44,26%",214,605,"182,63%",75,317,"322,20%",336,290,"-13,48%",588,173,"-70,53%",158,107,"-31,99%",92,552,"502,18%",158,164,"4,11%",382,544,"42,20%",125,312,149%,390,84,"-78,47%",88,751,"749,30%",97,,
20npr,BRICOMARCHE - B070,29300,MELLAC,443,,-    COLLES INSTANTANÉES,2119,1479,,2119,1479,"-30,21%",422,-270,,620,499,"-19,56%",190,384,"101,89%",104,,,197,81,"-58,92%",,,,105,,,164,343,"109,30%",104,38,"-63,41%",58,250,"333,75%",155,36,"-76,53%",,118,
20npr,BRICOMARCHE - B070,29300,MELLAC,443,,-    COLLES BOIS - CONTACT,629,407,,629,407,"-35,28%",57,,,64,,,126,,,117,39,"-66,51%",,72,,,84,,58,41,"-29,47%",32,21,"-33,58%",112,87,"-22,68%",,41,,62,,,,21,
20npr,BRICOMARCHE - B070,29300,MELLAC,443,,-    COLLES MULTI-USAGES - EPOXY - SPECIALITE,1138,641,,1138,641,"-43,66%",125,43,"-65,76%",184,35,"-80,85%",99,,,116,118,"1,55%",49,72,"48,89%",30,,,52,,,199,56,"-72,04%",49,144,"191,36%",129,122,"-5,77%",,,,107,52,"-51,20%"
20npr,BRICOMARCHE - B070,29300,MELLAC,443,,-    ADHÉSIFS,939,1104,,939,1104,"17,65%",,88,,56,43,"-22,80%",38,19,"-50,16%",386,52,"-86,52%",93,214,"129,66%",,126,,29,117,"302,28%",78,114,"46,42%",35,30,"-15,38%",159,81,"-49,42%",,137,,65,85,"29,98%"
